scheduled_shipping_days,actual_shipping_days,delay_days,late_delivery_risk,shipping_mode,order_item_quantity,product_price,product_category,order_region,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio
3.0,5.6,2.6,1,Second Class,5,286.46,Electronics,Latin America,87.2,52.1,0.0,0.24
5.0,11.4,6.4,1,Standard Class,5,192.86,Industrial Parts,Latin America,42.8,46.6,7.9,0.92
5.0,9.9,4.9,1,Standard Class,6,207.31,Automotive,South Asia,93.1,8.0,4.4,0.46
2.0,8.3,6.3,1,First Class,1,420.51,Chemicals,Latin America,27.1,76.1,9.7,0.67
2.0,7.4,5.4,1,First Class,9,23.12,Apparel,East Asia,46.6,68.7,8.2,0.37
2.0,7.9,5.9,1,First Class,5,15.56,Apparel,South Asia,77.8,82.1,3.8,0.22
2.0,5.9,3.9,1,First Class,7,32.58,Apparel,Europe,55.6,11.1,6.3,0.32
5.0,7.8,2.8,1,Standard Class,8,239.91,Automotive,North America,66.1,50.6,1.9,0.3
5.0,8.6,3.6,1,Standard Class,5,294.81,Automotive,North America,28.1,60.4,2.9,0.81
3.0,3.9,0.9,0,Second Class,3,315.99,Electronics,South Asia,32.8,4.9,2.0,0.06
3.0,8.5,5.5,1,Second Class,6,368.26,Electronics,East Asia,50.8,95.9,7.5,0.85
3.0,6.6,3.6,1,Second Class,7,102.96,Electronics,Europe,20.2,79.4,0.1,0.4
3.0,5.6,2.6,1,Second Class,4,138.52,Apparel,North America,12.6,24.4,4.1,0.61
2.0,8.5,6.5,1,First Class,9,129.32,Automotive,North America,84.4,62.9,8.4,0.78
5.0,7.1,2.1,1,Standard Class,4,83.09,Apparel,East Asia,77.5,14.3,7.1,0.46
5.0,10.0,5.0,1,Standard Class,2,129.75,Electronics,Latin America,93.2,87.3,4.2,0.13
5.0,9.2,4.2,1,Standard Class,9,310.69,Automotive,South Asia,58.7,9.8,6.3,0.54
5.0,8.8,3.8,1,Standard Class,4,189.54,Industrial Parts,East Asia,42.0,90.4,4.3,0.16
5.0,7.6,2.6,1,Standard Class,4,386.28,Chemicals,East Asia,10.3,82.8,8.4,0.79
5.0,9.6,4.6,1,Standard Class,1,272.85,Chemicals,East Asia,85.0,47.8,5.7,0.63
5.0,7.7,2.7,1,Standard Class,2,113.9,Electronics,East Asia,45.6,65.3,6.3,0.58
5.0,8.1,3.1,1,Standard Class,3,239.02,Apparel,Latin America,56.1,24.6,9.9,0.05
5.0,9.5,4.5,1,Standard Class,7,300.75,Industrial Parts,Europe,31.4,38.4,7.7,0.91
5.0,7.6,2.6,1,Standard Class,9,434.44,Automotive,East Asia,52.4,21.7,2.9,0.17
5.0,9.3,4.3,1,Standard Class,5,418.52,Apparel,East Asia,78.2,52.8,7.7,0.22
2.0,7.6,5.6,1,First Class,4,218.98,Electronics,South Asia,71.2,31.9,9.3,0.94
5.0,8.5,3.5,1,Standard Class,2,327.36,Apparel,North America,98.9,35.2,3.0,0.13
5.0,8.5,3.5,1,Standard Class,7,155.92,Electronics,Latin America,49.6,44.3,8.2,0.72
5.0,7.6,2.6,1,Standard Class,6,320.17,Chemicals,East Asia,53.0,87.3,2.4,0.14
3.0,7.2,4.2,1,Second Class,7,457.27,Chemicals,Europe,5.3,54.9,4.3,0.71
5.0,11.8,6.8,1,Standard Class,8,316.03,Apparel,Europe,38.9,80.7,6.9,0.85
3.0,7.7,4.7,1,Second Class,9,158.85,Industrial Parts,Europe,92.2,84.9,2.4,0.36
5.0,7.8,2.8,1,Standard Class,5,325.55,Automotive,South Asia,35.0,24.5,1.9,0.33
5.0,10.3,5.3,1,Standard Class,5,452.35,Electronics,Europe,76.6,77.8,4.6,0.89
5.0,9.5,4.5,1,Standard Class,4,77.15,Automotive,South Asia,97.8,64.9,7.8,0.12
5.0,7.2,2.2,1,Standard Class,3,246.4,Chemicals,Latin America,12.7,50.7,6.0,0.36
3.0,9.3,6.3,1,Second Class,7,167.31,Industrial Parts,Europe,33.4,8.9,7.0,0.64
3.0,6.6,3.6,1,Second Class,5,128.32,Industrial Parts,North America,47.4,57.2,6.9,0.67
1.0,4.6,3.6,1,Same Day,7,204.14,Automotive,East Asia,23.7,15.5,5.4,0.46
5.0,7.1,2.1,1,Standard Class,2,203.04,Chemicals,Latin America,1.2,81.6,3.2,0.82
5.0,12.8,7.8,1,Standard Class,9,113.11,Automotive,North America,46.9,93.5,4.2,0.81
3.0,8.5,5.5,1,Second Class,9,207.78,Apparel,Latin America,53.7,47.8,3.8,0.79
5.0,8.1,3.1,1,Standard Class,9,320.53,Industrial Parts,Europe,62.5,44.1,0.8,0.2
5.0,12.9,7.9,1,Standard Class,5,22.61,Industrial Parts,Latin America,82.7,48.9,9.0,0.63
5.0,8.9,3.9,1,Standard Class,9,494.72,Apparel,Latin America,25.3,6.7,6.4,0.82
5.0,8.5,3.5,1,Standard Class,1,155.01,Chemicals,Latin America,6.1,23.7,8.6,0.13
1.0,6.2,5.2,1,Same Day,2,315.59,Industrial Parts,South Asia,9.0,94.1,7.8,0.27
2.0,5.6,3.6,1,First Class,5,148.94,Electronics,North America,49.7,34.5,0.7,0.93
3.0,7.6,4.6,1,Second Class,5,202.83,Electronics,Europe,92.2,59.1,2.2,0.47
5.0,11.5,6.5,1,Standard Class,6,279.13,Chemicals,East Asia,98.2,64.9,9.5,0.53
5.0,7.2,2.2,1,Standard Class,8,309.81,Apparel,Europe,20.5,87.7,4.6,0.37
5.0,7.8,2.8,1,Standard Class,1,387.52,Automotive,Europe,15.2,23.8,8.1,0.4
5.0,9.5,4.5,1,Standard Class,9,397.93,Chemicals,South Asia,35.3,89.0,5.8,0.86
5.0,10.0,5.0,1,Standard Class,4,264.16,Automotive,South Asia,46.4,39.2,8.2,0.24
3.0,7.1,4.1,1,Second Class,8,47.11,Chemicals,Latin America,80.8,92.2,7.3,0.3
3.0,8.1,5.1,1,Second Class,5,283.31,Electronics,Europe,77.5,41.1,2.8,0.5
5.0,10.5,5.5,1,Standard Class,1,244.01,Apparel,North America,92.3,10.4,9.9,0.33
1.0,4.2,3.2,1,Same Day,9,115.54,Electronics,South Asia,85.8,5.2,4.9,0.85
3.0,8.8,5.8,1,Second Class,8,14.98,Apparel,South Asia,43.9,96.7,5.8,0.62
5.0,8.1,3.1,1,Standard Class,5,164.82,Automotive,North America,1.9,12.1,5.4,0.5
3.0,6.7,3.7,1,Second Class,4,137.15,Chemicals,South Asia,23.7,54.1,8.9,0.59
5.0,8.0,3.0,1,Standard Class,8,246.63,Industrial Parts,North America,61.0,52.7,2.8,0.07
5.0,7.3,2.3,1,Standard Class,9,383.18,Industrial Parts,East Asia,50.1,40.1,0.6,0.72
5.0,9.8,4.8,1,Standard Class,7,225.13,Apparel,North America,24.0,41.8,4.3,0.35
3.0,6.9,3.9,1,Second Class,4,476.27,Apparel,East Asia,13.2,47.6,9.2,0.6
5.0,8.2,3.2,1,Standard Class,7,118.44,Electronics,Latin America,21.6,10.0,4.4,0.8
5.0,8.3,3.3,1,Standard Class,6,118.27,Industrial Parts,Latin America,26.0,79.1,2.8,0.36
5.0,9.8,4.8,1,Standard Class,3,306.18,Electronics,South Asia,86.7,37.7,6.2,0.08
5.0,9.2,4.2,1,Standard Class,3,449.17,Automotive,North America,71.0,24.5,7.4,0.05
2.0,6.5,4.5,1,First Class,1,339.21,Industrial Parts,South Asia,55.2,31.8,4.6,0.82
3.0,5.4,2.4,1,Second Class,5,340.1,Automotive,North America,2.1,61.2,3.8,0.54
5.0,10.6,5.6,1,Standard Class,8,405.08,Chemicals,South Asia,82.1,77.5,3.6,0.64
5.0,9.4,4.4,1,Standard Class,6,337.65,Electronics,Latin America,55.2,15.3,4.2,0.59
5.0,10.3,5.3,1,Standard Class,8,382.08,Apparel,Latin America,62.7,59.3,8.4,0.2
5.0,7.6,2.6,1,Standard Class,7,434.4,Industrial Parts,South Asia,6.6,42.2,4.8,0.08
5.0,9.7,4.7,1,Standard Class,2,13.88,Electronics,North America,81.5,86.2,3.1,0.27
5.0,11.7,6.7,1,Standard Class,8,443.96,Apparel,Europe,83.2,94.9,1.8,0.94
5.0,8.1,3.1,1,Standard Class,4,115.48,Chemicals,North America,88.3,67.9,2.8,0.43
3.0,6.2,3.2,1,Second Class,5,456.93,Industrial Parts,South Asia,52.8,59.0,4.6,0.88
3.0,4.6,1.6,0,Second Class,8,140.43,Automotive,North America,39.4,78.0,5.5,0.28
5.0,8.9,3.9,1,Standard Class,5,233.07,Chemicals,East Asia,7.3,49.6,6.2,0.69
5.0,8.3,3.3,1,Standard Class,5,467.6,Apparel,North America,19.4,5.5,0.7,0.07
3.0,7.3,4.3,1,Second Class,6,63.78,Industrial Parts,Latin America,22.6,70.1,6.1,0.06
5.0,7.4,2.4,1,Standard Class,7,375.19,Industrial Parts,Latin America,6.3,58.0,3.5,0.47
2.0,4.5,2.5,1,First Class,9,202.3,Chemicals,East Asia,15.4,15.1,2.6,0.63
3.0,7.1,4.1,1,Second Class,7,21.81,Industrial Parts,North America,88.7,21.3,3.3,0.92
5.0,9.9,4.9,1,Standard Class,6,470.18,Apparel,Europe,54.5,23.1,7.8,0.08
5.0,11.6,6.6,1,Standard Class,4,67.74,Chemicals,North America,76.4,73.2,8.0,0.94
3.0,5.3,2.3,1,Second Class,2,389.33,Automotive,Latin America,27.5,51.8,1.0,0.47
5.0,7.3,2.3,1,Standard Class,9,198.29,Chemicals,Latin America,13.5,4.8,4.9,0.74
5.0,9.9,4.9,1,Standard Class,5,407.19,Chemicals,South Asia,37.3,83.8,5.3,0.63
2.0,4.0,2.0,0,First Class,5,377.64,Automotive,Latin America,79.3,64.5,0.3,0.27
5.0,8.1,3.1,1,Standard Class,3,320.28,Apparel,South Asia,29.7,73.3,7.2,0.35
5.0,9.9,4.9,1,Standard Class,3,470.22,Electronics,Latin America,20.5,93.7,3.7,0.58
3.0,2.5,0.0,0,Second Class,1,58.47,Electronics,Latin America,2.2,26.0,4.2,0.14
5.0,8.5,3.5,1,Standard Class,5,401.3,Automotive,Europe,62.4,59.0,6.1,0.75
5.0,10.9,5.9,1,Standard Class,3,338.68,Apparel,South Asia,43.6,76.0,4.7,0.77
2.0,7.9,5.9,1,First Class,2,164.21,Industrial Parts,South Asia,25.9,51.3,7.5,0.79
5.0,11.2,6.2,1,Standard Class,9,277.53,Automotive,Latin America,52.0,48.6,6.0,0.81
1.0,5.9,4.9,1,Same Day,6,325.87,Electronics,South Asia,70.1,92.9,2.3,0.67
2.0,6.4,4.4,1,First Class,3,370.77,Apparel,Latin America,24.7,24.4,8.7,0.72
5.0,10.1,5.1,1,Standard Class,7,101.66,Chemicals,Latin America,60.9,65.3,2.2,0.58
5.0,8.5,3.5,1,Standard Class,9,60.04,Apparel,North America,26.0,97.0,7.1,0.25
5.0,9.4,4.4,1,Standard Class,9,60.01,Apparel,South Asia,98.7,22.0,7.9,0.12
5.0,7.8,2.8,1,Standard Class,1,154.0,Electronics,East Asia,73.2,46.2,6.9,0.21
5.0,8.1,3.1,1,Standard Class,2,85.54,Electronics,South Asia,60.3,97.5,4.2,0.22
3.0,7.1,4.1,1,Second Class,8,272.46,Industrial Parts,South Asia,17.2,3.6,8.8,0.73
5.0,9.7,4.7,1,Standard Class,1,224.15,Industrial Parts,Europe,58.6,63.0,3.3,0.9
5.0,9.8,4.8,1,Standard Class,3,447.6,Automotive,East Asia,80.0,40.5,6.9,0.78
2.0,10.2,8.2,1,First Class,7,361.53,Chemicals,East Asia,73.7,77.1,8.8,0.94
5.0,7.0,2.0,0,Standard Class,8,110.85,Industrial Parts,Europe,77.8,32.3,1.6,0.09
2.0,4.3,2.3,1,First Class,5,32.41,Electronics,Europe,31.8,37.3,6.5,0.08
5.0,9.8,4.8,1,Standard Class,2,357.49,Apparel,South Asia,32.8,51.6,9.0,0.67
5.0,7.1,2.1,1,Standard Class,3,424.46,Automotive,North America,53.9,34.6,1.0,0.07
3.0,5.8,2.8,1,Second Class,9,353.49,Industrial Parts,Europe,27.9,26.0,1.5,0.85
3.0,4.1,1.1,0,Second Class,7,325.46,Apparel,East Asia,11.3,35.5,3.8,0.47
2.0,8.8,6.8,1,First Class,1,132.16,Apparel,East Asia,46.1,90.8,9.9,0.88
3.0,4.4,1.4,0,Second Class,3,252.36,Industrial Parts,South Asia,0.2,34.3,2.2,0.27
2.0,7.6,5.6,1,First Class,9,365.23,Chemicals,North America,76.1,89.9,3.2,0.63
5.0,10.3,5.3,1,Standard Class,7,104.75,Chemicals,Latin America,75.0,20.5,8.4,0.68
5.0,10.5,5.5,1,Standard Class,2,243.51,Automotive,Europe,55.2,67.2,1.3,0.31
3.0,10.1,7.1,1,Second Class,6,67.34,Chemicals,Europe,74.8,74.5,10.0,0.38
2.0,5.0,3.0,1,First Class,9,270.05,Automotive,South Asia,62.5,11.1,7.4,0.55
1.0,8.9,7.9,1,Same Day,4,291.03,Electronics,North America,69.7,54.4,9.6,0.4
5.0,6.0,1.0,0,Standard Class,2,272.34,Industrial Parts,East Asia,6.5,1.3,1.4,0.49
5.0,9.3,4.3,1,Standard Class,3,240.04,Apparel,East Asia,88.1,92.8,2.3,0.46
3.0,6.8,3.8,1,Second Class,7,297.85,Automotive,Latin America,64.4,52.4,3.7,0.65
5.0,6.4,1.4,0,Standard Class,4,498.43,Chemicals,East Asia,61.1,3.7,0.5,0.12
2.0,5.2,3.2,1,First Class,7,315.04,Automotive,Europe,38.7,68.3,0.6,0.91
2.0,6.0,4.0,1,First Class,5,378.76,Automotive,Latin America,2.8,88.6,9.0,0.14
5.0,9.9,4.9,1,Standard Class,8,104.14,Chemicals,North America,90.1,73.8,0.4,0.35
3.0,7.1,4.1,1,Second Class,8,269.71,Chemicals,Latin America,98.6,13.4,7.5,0.06
3.0,8.1,5.1,1,Second Class,5,13.68,Industrial Parts,North America,80.8,54.0,7.2,0.78
5.0,9.0,4.0,1,Standard Class,7,25.41,Apparel,East Asia,91.5,73.3,0.7,0.15
2.0,4.4,2.4,1,First Class,6,168.02,Industrial Parts,South Asia,12.1,80.1,1.9,0.3
5.0,5.2,0.2,0,Standard Class,8,238.63,Industrial Parts,Latin America,12.9,1.6,4.5,0.46
2.0,8.4,6.4,1,First Class,9,292.06,Chemicals,Latin America,88.0,28.4,6.4,0.81
5.0,9.5,4.5,1,Standard Class,5,445.12,Chemicals,Europe,5.8,88.5,9.0,0.74
2.0,5.3,3.3,1,First Class,7,388.16,Apparel,Europe,9.3,25.8,5.3,0.18
5.0,9.2,4.2,1,Standard Class,1,156.99,Automotive,North America,81.7,47.3,9.4,0.45
5.0,8.6,3.6,1,Standard Class,8,374.31,Industrial Parts,South Asia,55.7,69.7,1.9,0.35
2.0,8.5,6.5,1,First Class,3,279.2,Apparel,Europe,39.2,98.6,6.2,0.9
5.0,11.5,6.5,1,Standard Class,1,391.8,Industrial Parts,Europe,55.3,42.6,8.4,0.82
5.0,8.5,3.5,1,Standard Class,6,211.41,Automotive,East Asia,87.9,50.4,2.3,0.19
1.0,4.5,3.5,1,Same Day,8,55.03,Industrial Parts,East Asia,75.7,55.9,7.9,0.44
1.0,5.0,4.0,1,Same Day,3,313.06,Electronics,Europe,69.2,23.4,4.0,0.45
5.0,10.8,5.8,1,Standard Class,1,282.95,Apparel,North America,97.7,36.9,10.0,0.91
3.0,5.9,2.9,1,Second Class,3,477.27,Chemicals,South Asia,52.1,43.4,0.9,0.77
5.0,6.5,1.5,0,Standard Class,5,89.44,Industrial Parts,Europe,0.6,1.9,5.5,0.78
5.0,9.9,4.9,1,Standard Class,8,331.51,Apparel,North America,42.9,0.8,7.8,0.38
5.0,7.7,2.7,1,Standard Class,9,242.3,Apparel,North America,9.7,22.4,6.8,0.68
3.0,5.9,2.9,1,Second Class,9,195.67,Industrial Parts,Europe,11.6,51.2,5.1,0.34
3.0,6.4,3.4,1,Second Class,4,399.34,Chemicals,North America,25.5,95.6,5.1,0.79
3.0,9.2,6.2,1,Second Class,8,407.22,Chemicals,Latin America,38.1,97.3,4.1,0.91
3.0,7.2,4.2,1,Second Class,5,360.15,Industrial Parts,North America,48.2,64.7,3.4,0.6
5.0,10.4,5.4,1,Standard Class,3,50.96,Apparel,Europe,17.0,82.7,5.9,0.53
5.0,9.4,4.4,1,Standard Class,5,179.1,Chemicals,North America,31.2,90.1,7.5,0.84
5.0,9.2,4.2,1,Standard Class,2,32.91,Industrial Parts,Europe,27.7,83.9,2.8,0.86
5.0,8.1,3.1,1,Standard Class,6,178.4,Industrial Parts,East Asia,36.5,54.4,9.5,0.13
5.0,7.8,2.8,1,Standard Class,1,327.48,Industrial Parts,Europe,10.8,70.4,3.6,0.68
2.0,6.0,4.0,1,First Class,6,264.17,Apparel,North America,39.7,0.4,4.3,0.62
5.0,8.8,3.8,1,Standard Class,5,354.44,Chemicals,Europe,55.4,64.8,4.1,0.24
5.0,5.4,0.4,0,Standard Class,9,280.22,Apparel,South Asia,9.7,42.6,1.1,0.16
5.0,6.1,1.1,0,Standard Class,7,282.35,Electronics,Europe,52.1,64.5,1.2,0.31
3.0,7.9,4.9,1,Second Class,6,260.37,Chemicals,Europe,75.6,69.4,8.0,0.2
3.0,4.1,1.1,0,Second Class,7,188.52,Apparel,South Asia,0.8,9.8,3.8,0.27
5.0,10.0,5.0,1,Standard Class,5,228.82,Chemicals,South Asia,4.8,87.5,2.2,0.88
5.0,11.1,6.1,1,Standard Class,1,65.09,Electronics,South Asia,46.6,17.6,7.1,0.87
3.0,8.3,5.3,1,Second Class,9,418.91,Automotive,Latin America,87.3,1.0,9.6,0.28
5.0,11.1,6.1,1,Standard Class,5,445.71,Industrial Parts,Europe,99.8,43.0,9.4,0.23
2.0,4.0,2.0,0,First Class,4,385.47,Apparel,South Asia,9.3,9.0,7.2,0.46
3.0,6.6,3.6,1,Second Class,6,295.96,Electronics,South Asia,1.8,95.6,1.9,0.65
5.0,7.6,2.6,1,Standard Class,5,288.9,Electronics,East Asia,22.9,28.4,1.5,0.17
5.0,9.5,4.5,1,Standard Class,1,240.46,Chemicals,Latin America,46.7,22.4,8.7,0.79
1.0,6.0,5.0,1,Same Day,2,123.36,Chemicals,Europe,57.2,26.2,9.6,0.12
5.0,9.1,4.1,1,Standard Class,4,198.06,Industrial Parts,North America,97.3,28.3,6.2,0.15
5.0,10.3,5.3,1,Standard Class,8,495.05,Chemicals,Latin America,88.8,6.3,9.0,0.62
2.0,7.2,5.2,1,First Class,5,81.44,Apparel,Latin America,56.2,54.0,8.1,0.23
2.0,2.0,0.0,0,First Class,7,275.91,Apparel,East Asia,36.2,1.8,1.5,0.26
1.0,4.5,3.5,1,Same Day,2,434.6,Apparel,Europe,32.1,74.7,2.2,0.84
3.0,9.4,6.4,1,Second Class,8,231.97,Automotive,Europe,57.3,76.8,0.7,0.38
5.0,8.3,3.3,1,Standard Class,5,306.75,Apparel,South Asia,72.1,40.0,4.7,0.88
5.0,9.8,4.8,1,Standard Class,4,415.62,Chemicals,South Asia,48.2,97.1,3.2,0.15
3.0,6.8,3.8,1,Second Class,9,278.31,Chemicals,Latin America,30.4,78.2,4.3,0.89
5.0,7.4,2.4,1,Standard Class,6,368.42,Apparel,East Asia,61.3,12.3,0.1,0.87
5.0,9.9,4.9,1,Standard Class,4,180.16,Electronics,Europe,55.8,98.0,7.2,0.54
2.0,4.3,2.3,1,First Class,8,369.18,Electronics,East Asia,42.7,84.5,2.0,0.73
5.0,8.6,3.6,1,Standard Class,3,30.1,Electronics,North America,74.8,70.4,3.7,0.44
5.0,10.3,5.3,1,Standard Class,2,84.92,Industrial Parts,Europe,28.2,65.3,4.0,0.74
5.0,9.4,4.4,1,Standard Class,7,322.28,Automotive,South Asia,48.5,60.5,0.7,0.27
5.0,10.1,5.1,1,Standard Class,4,229.99,Apparel,Latin America,94.0,99.0,3.7,0.86
5.0,10.6,5.6,1,Standard Class,4,415.89,Industrial Parts,East Asia,72.3,47.8,9.0,0.76
5.0,9.9,4.9,1,Standard Class,9,177.57,Electronics,South Asia,38.8,16.6,8.9,0.71
5.0,9.3,4.3,1,Standard Class,2,385.93,Apparel,Latin America,54.6,29.4,0.2,0.77
3.0,7.0,4.0,1,Second Class,1,78.17,Industrial Parts,South Asia,40.5,37.5,0.3,0.36
3.0,4.9,1.9,0,Second Class,7,465.77,Chemicals,Europe,11.3,31.6,5.9,0.22
5.0,7.1,2.1,1,Standard Class,8,215.04,Electronics,East Asia,33.5,3.0,2.0,0.37
1.0,3.7,2.7,1,Same Day,3,123.14,Industrial Parts,North America,86.0,7.4,9.0,0.08
5.0,7.1,2.1,1,Standard Class,2,396.68,Chemicals,South Asia,46.1,0.5,4.8,0.29
5.0,8.8,3.8,1,Standard Class,4,474.46,Electronics,East Asia,58.5,67.9,3.3,0.6
2.0,6.2,4.2,1,First Class,2,459.86,Automotive,Europe,18.1,66.5,9.5,0.81
5.0,9.0,4.0,1,Standard Class,2,126.59,Electronics,South Asia,35.6,6.8,3.2,0.89
1.0,8.3,7.3,1,Same Day,5,339.28,Automotive,Europe,92.9,31.5,3.2,0.7
5.0,6.8,1.8,0,Standard Class,5,277.96,Automotive,North America,31.4,28.3,1.3,0.85
1.0,3.1,2.1,1,Same Day,8,365.3,Automotive,North America,25.1,45.4,2.2,0.31
5.0,8.4,3.4,1,Standard Class,9,248.6,Apparel,Latin America,5.6,35.9,7.6,0.66
2.0,8.7,6.7,1,First Class,2,240.18,Apparel,Latin America,9.7,82.1,7.6,0.93
5.0,9.4,4.4,1,Standard Class,1,442.53,Automotive,Latin America,58.5,88.3,3.9,0.6
1.0,4.7,3.7,1,Same Day,3,436.92,Chemicals,Europe,66.0,20.6,3.5,0.44
5.0,8.2,3.2,1,Standard Class,6,395.92,Automotive,Latin America,64.2,12.1,4.2,0.29
5.0,10.1,5.1,1,Standard Class,5,355.4,Industrial Parts,East Asia,54.0,83.9,3.0,0.33
1.0,5.9,4.9,1,Same Day,8,342.4,Automotive,Europe,49.1,50.1,6.1,0.23
5.0,8.1,3.1,1,Standard Class,8,37.53,Apparel,Europe,7.2,32.4,8.4,0.68
3.0,5.9,2.9,1,Second Class,2,377.27,Apparel,Latin America,84.1,5.1,0.1,0.7
3.0,9.3,6.3,1,Second Class,9,322.67,Industrial Parts,Latin America,51.3,60.6,9.4,0.75
5.0,8.4,3.4,1,Standard Class,4,158.18,Industrial Parts,Europe,13.2,20.8,1.2,0.47
3.0,3.6,0.6,0,Second Class,1,411.85,Electronics,North America,13.6,3.8,9.0,0.17
5.0,7.8,2.8,1,Standard Class,2,417.9,Chemicals,North America,51.3,44.5,2.3,0.43
2.0,6.8,4.8,1,First Class,6,466.77,Chemicals,Latin America,24.5,59.7,9.2,0.72
5.0,8.4,3.4,1,Standard Class,5,215.0,Chemicals,North America,92.2,17.1,7.9,0.82
5.0,7.4,2.4,1,Standard Class,7,280.11,Apparel,East Asia,49.9,65.1,2.7,0.12
1.0,4.4,3.4,1,Same Day,9,453.92,Chemicals,East Asia,97.8,18.9,0.3,0.27
2.0,6.0,4.0,1,First Class,6,165.23,Electronics,East Asia,73.4,2.1,7.2,0.92
5.0,8.1,3.1,1,Standard Class,6,400.35,Electronics,Europe,81.1,14.9,8.2,0.44
3.0,6.8,3.8,1,Second Class,2,496.06,Chemicals,Europe,38.9,58.7,6.8,0.11
5.0,7.9,2.9,1,Standard Class,7,329.45,Industrial Parts,Europe,13.4,63.5,3.8,0.23
5.0,9.0,4.0,1,Standard Class,2,492.01,Electronics,Europe,69.0,86.5,1.3,0.79
5.0,8.9,3.9,1,Standard Class,7,262.75,Industrial Parts,Europe,40.7,6.2,3.5,0.73
5.0,6.9,1.9,0,Standard Class,8,85.0,Apparel,Latin America,94.9,95.3,2.7,0.25
5.0,8.6,3.6,1,Standard Class,1,96.04,Electronics,North America,19.4,52.2,7.2,0.14
5.0,9.1,4.1,1,Standard Class,9,368.37,Industrial Parts,Latin America,62.7,24.6,1.6,0.12
1.0,7.8,6.8,1,Same Day,8,10.45,Chemicals,North America,86.6,36.5,8.2,0.5
1.0,4.7,3.7,1,Same Day,9,334.33,Apparel,Latin America,40.3,5.6,6.1,0.68
3.0,8.5,5.5,1,Second Class,5,84.12,Automotive,East Asia,95.4,11.0,4.8,0.34
5.0,7.3,2.3,1,Standard Class,4,492.34,Automotive,South Asia,7.7,88.2,3.6,0.13
5.0,9.8,4.8,1,Standard Class,1,89.93,Chemicals,Europe,58.7,10.6,5.1,0.49
2.0,4.4,2.4,1,First Class,9,280.71,Apparel,South Asia,77.7,5.6,5.4,0.25
3.0,5.3,2.3,1,Second Class,4,338.03,Apparel,South Asia,20.2,59.8,2.4,0.21
5.0,11.1,6.1,1,Standard Class,4,411.55,Apparel,East Asia,5.8,38.3,9.9,0.75
2.0,6.3,4.3,1,First Class,4,235.04,Apparel,South Asia,8.0,40.6,9.1,0.59
2.0,5.4,3.4,1,First Class,2,467.56,Automotive,South Asia,31.9,12.0,3.9,0.33
2.0,4.6,2.6,1,First Class,4,245.32,Industrial Parts,East Asia,22.3,4.4,2.5,0.46
3.0,5.7,2.7,1,Second Class,2,133.51,Apparel,North America,22.4,86.6,3.1,0.25
3.0,9.3,6.3,1,Second Class,8,300.59,Industrial Parts,Latin America,45.9,39.0,9.8,0.56
5.0,6.6,1.6,0,Standard Class,7,332.42,Apparel,South Asia,8.5,11.0,4.1,0.73
2.0,6.6,4.6,1,First Class,2,258.62,Electronics,Europe,99.6,20.0,9.1,0.44
2.0,5.3,3.3,1,First Class,2,369.26,Electronics,East Asia,69.6,10.3,0.6,0.4
5.0,10.1,5.1,1,Standard Class,2,216.13,Electronics,South Asia,3.0,47.8,7.8,0.28
5.0,8.0,3.0,1,Standard Class,1,12.13,Apparel,North America,69.2,80.4,7.6,0.34
5.0,8.2,3.2,1,Standard Class,6,139.62,Industrial Parts,North America,79.2,39.3,6.5,0.37
2.0,4.5,2.5,1,First Class,6,473.49,Automotive,Europe,19.1,62.0,1.2,0.33
1.0,6.9,5.9,1,Same Day,1,383.98,Chemicals,South Asia,84.0,67.5,9.8,0.13
5.0,8.8,3.8,1,Standard Class,1,102.87,Automotive,Europe,61.2,71.2,2.1,0.18
5.0,11.6,6.6,1,Standard Class,6,42.66,Apparel,North America,82.1,60.6,7.1,0.95
5.0,9.2,4.2,1,Standard Class,6,181.89,Electronics,North America,71.7,55.4,7.5,0.38
1.0,6.3,5.3,1,Same Day,4,419.79,Electronics,Latin America,70.5,47.8,7.6,0.77
2.0,6.3,4.3,1,First Class,3,61.93,Industrial Parts,North America,15.8,47.4,8.3,0.7
2.0,8.4,6.4,1,First Class,9,276.24,Apparel,East Asia,31.6,33.3,9.9,0.56
5.0,9.8,4.8,1,Standard Class,6,144.75,Automotive,Latin America,52.3,50.5,1.0,0.45
5.0,10.6,5.6,1,Standard Class,1,365.86,Apparel,Europe,11.3,47.9,4.7,0.65
5.0,9.9,4.9,1,Standard Class,3,10.2,Apparel,North America,47.8,31.9,9.7,0.58
5.0,8.8,3.8,1,Standard Class,1,145.82,Electronics,East Asia,44.5,30.1,8.8,0.71
2.0,6.1,4.1,1,First Class,3,342.83,Automotive,Latin America,23.2,44.6,9.9,0.94
2.0,5.8,3.8,1,First Class,2,277.91,Chemicals,East Asia,20.0,80.3,5.8,0.33
1.0,4.7,3.7,1,Same Day,5,391.64,Electronics,Latin America,24.7,24.8,6.7,0.35
1.0,7.6,6.6,1,Same Day,3,87.26,Automotive,Latin America,60.5,84.5,2.6,0.67
5.0,8.5,3.5,1,Standard Class,7,270.18,Industrial Parts,Latin America,41.5,72.4,4.6,0.81
3.0,3.9,0.9,0,Second Class,8,105.93,Electronics,Europe,41.4,26.2,0.2,0.22
2.0,6.8,4.8,1,First Class,7,323.22,Industrial Parts,Latin America,18.2,1.4,7.2,0.82
