distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,port_congestion_index,predicted_delay_days
3590.1,28.2,28,Road,80.8,3.2,9.72
3195.7,34.2,18,Road,26.7,4.9,7.72
2375.8,55.2,20,Road,38.1,4.6,7.63
2317.9,15.5,36,Air,1.3,7.1,3.29
398.2,69.5,19,Sea,55.5,6.3,9.44
2953.0,52.0,5,Multimodal,85.1,9.0,12.92
4101.0,24.6,34,Multimodal,2.8,1.8,11.38
424.1,45.4,17,Rail,61.4,4.3,5.0
1189.5,86.7,28,Sea,84.5,4.0,12.1
4060.9,2.3,36,Multimodal,49.4,1.1,11.44
1283.1,18.4,38,Sea,31.3,1.6,8.65
2944.5,40.6,30,Road,99.7,3.4,9.61
2409.0,57.6,18,Rail,6.5,7.3,6.02
2685.5,19.5,6,Road,21.0,1.5,5.46
1874.0,83.9,26,Multimodal,88.5,2.7,11.73
1353.5,58.0,15,Rail,29.7,6.8,5.45
223.2,79.0,1,Road,82.0,6.0,5.62
3350.5,30.0,17,Rail,33.3,1.0,6.46
3358.7,74.7,31,Rail,81.2,9.4,9.91
3019.9,34.4,2,Road,68.6,1.5,7.58
2898.1,23.1,36,Road,46.9,0.6,8.28
1100.5,82.1,35,Rail,52.3,3.0,7.86
105.4,8.8,27,Rail,17.8,0.3,2.54
3640.2,84.9,3,Sea,11.6,0.3,14.0
2212.7,41.5,20,Rail,71.7,5.8,6.8
1384.2,89.3,8,Air,84.9,8.9,6.55
463.2,48.8,29,Rail,72.2,4.0,5.71
286.9,68.3,8,Rail,91.3,3.0,5.79
1573.2,1.1,27,Air,89.0,9.1,3.9
3622.3,45.0,26,Road,77.8,0.6,10.39
4134.7,66.5,39,Road,89.8,4.7,12.63
4035.9,70.6,10,Road,16.7,2.5,9.63
4140.4,14.6,30,Sea,73.1,3.8,15.66
4085.2,38.0,33,Rail,75.4,4.1,9.12
2374.9,38.0,36,Sea,15.4,5.5,12.35
991.3,9.8,20,Road,91.0,4.5,5.0
3592.2,40.2,4,Road,0.9,9.9,7.0
965.6,72.7,23,Road,43.5,0.3,6.78
1206.1,27.4,29,Road,2.1,7.6,4.66
1053.5,39.2,32,Rail,52.3,0.5,5.67
2319.8,86.5,37,Road,41.2,4.3,9.87
1451.6,3.3,37,Road,62.3,2.0,5.78
697.9,53.4,26,Air,76.6,9.5,5.62
2042.0,67.0,5,Road,76.9,7.2,7.91
3933.2,68.6,24,Rail,72.2,4.6,9.52
2569.6,64.6,2,Sea,10.2,9.5,12.83
3953.1,65.5,15,Road,41.7,7.2,10.43
885.4,5.8,8,Rail,81.6,9.5,3.65
755.5,48.3,37,Air,65.4,7.0,5.27
2592.2,70.6,37,Multimodal,68.1,0.8,11.85
2087.7,8.9,14,Road,22.7,6.2,4.47
2972.5,1.6,5,Air,32.5,9.8,2.2
3576.8,73.4,9,Rail,95.6,2.1,9.48
3382.1,64.3,22,Road,84.7,7.9,10.61
4240.5,37.4,30,Rail,16.5,1.8,7.43
1795.2,84.7,33,Multimodal,54.5,4.5,11.78
932.7,69.1,38,Rail,49.1,0.8,7.15
2481.4,87.1,37,Road,44.4,3.4,10.27
502.8,83.7,38,Rail,47.1,7.8,7.32
1303.4,43.6,7,Road,64.3,0.5,5.42
939.5,68.0,3,Road,96.7,3.2,6.71
1787.6,60.4,32,Road,87.5,6.3,8.51
504.9,73.1,36,Road,87.5,9.5,7.54
148.1,71.0,19,Road,70.3,2.5,6.0
2957.3,14.2,31,Road,1.8,1.7,6.75
2748.1,21.4,30,Rail,44.0,2.0,6.16
3189.1,24.3,37,Road,51.1,2.4,8.54
2973.4,73.8,25,Road,84.2,6.4,10.52
518.8,73.1,13,Air,92.3,10.0,6.16
1313.4,44.8,12,Rail,45.2,5.2,5.15
587.2,52.5,9,Rail,30.0,2.7,4.59
3794.2,74.5,9,Road,33.7,7.5,9.76
3362.3,28.5,27,Road,57.9,1.6,8.9
910.9,5.0,31,Road,27.5,0.3,3.88
1539.2,43.7,6,Road,91.1,6.1,6.39
4349.9,82.3,29,Road,41.9,2.1,11.91
2675.7,71.2,30,Road,99.0,4.0,10.63
3606.2,33.3,38,Road,11.0,2.3,9.02
1194.3,6.3,11,Road,18.8,9.2,3.14
949.2,57.5,6,Rail,51.2,3.4,5.29
3528.7,75.2,39,Road,86.8,4.5,12.38
3088.0,60.0,31,Road,35.4,2.3,9.48
3066.0,38.5,35,Rail,83.7,0.8,8.44
2489.1,11.5,12,Rail,42.5,5.1,4.64
2538.3,82.0,6,Road,85.3,8.7,9.51
3312.0,25.2,26,Sea,27.7,3.5,12.91
1218.7,20.6,37,Rail,47.2,7.8,5.4
1590.7,73.5,32,Road,27.9,0.3,7.49
3923.0,88.3,4,Air,21.5,2.4,5.32
1393.3,59.6,3,Air,42.1,1.3,3.97
2460.7,56.4,2,Road,33.5,4.0,6.94
3163.4,29.1,20,Road,78.7,8.9,8.77
4499.7,2.3,19,Sea,74.8,3.7,15.52
1961.6,17.7,39,Sea,35.9,6.0,11.21
1929.3,52.8,12,Road,99.2,9.0,7.78
3792.4,14.0,36,Road,97.4,3.6,10.22
3625.7,79.6,28,Road,91.8,3.7,12.08
3291.2,17.3,9,Rail,58.7,0.9,5.92
2087.2,47.2,11,Rail,41.2,3.5,5.77
1461.1,46.3,30,Road,31.3,7.5,6.63
2741.2,54.6,2,Rail,1.5,8.4,5.43
3943.6,29.8,38,Sea,63.2,7.2,16.75
3977.6,78.7,38,Road,55.3,0.1,12.27
492.7,40.3,33,Road,63.0,1.2,5.84
1930.4,63.2,7,Sea,57.6,7.3,12.1
2093.9,57.4,21,Air,13.8,9.4,4.52
4399.4,11.0,12,Rail,69.5,7.0,7.48
3052.6,56.2,21,Rail,36.0,2.3,7.41
1835.6,49.8,23,Road,51.6,1.1,7.11
122.1,80.9,6,Road,36.6,8.8,4.8
2546.4,79.3,14,Rail,2.2,1.0,6.73
436.9,14.0,32,Road,87.7,1.5,4.76
3755.9,7.8,13,Road,14.9,6.0,6.6
3387.6,26.9,27,Road,58.2,1.9,8.79
2075.0,88.8,11,Road,88.3,2.3,9.24
1934.3,2.4,32,Road,22.1,1.4,5.29
4038.5,60.7,3,Road,41.2,9.4,9.4
1301.6,55.0,2,Road,37.8,1.2,5.26
1124.3,58.4,30,Road,8.9,9.3,6.05
4226.7,20.0,2,Air,42.4,3.3,2.86
3642.6,20.8,39,Rail,47.9,8.2,7.48
3693.7,39.0,29,Rail,2.7,9.5,6.82
882.4,9.1,22,Sea,48.8,5.2,7.75
649.1,7.2,25,Rail,9.4,7.7,2.62
122.0,8.4,19,Road,89.2,2.7,3.58
1070.5,51.8,16,Rail,65.0,3.8,5.87
3485.0,36.1,17,Rail,5.6,5.5,6.12
1084.0,26.8,27,Sea,82.7,8.5,10.33
3282.3,28.8,19,Road,36.2,6.2,7.76
1137.3,19.1,30,Road,22.6,0.2,4.63
1781.8,37.3,14,Road,25.4,3.0,5.41
4424.3,18.7,32,Road,59.8,8.6,10.13
1105.4,63.0,23,Rail,8.2,2.4,5.4
1696.8,11.6,36,Rail,5.9,3.7,4.53
1358.4,85.4,10,Road,62.8,3.9,7.51
497.8,8.5,38,Multimodal,98.2,1.5,6.78
2207.1,84.9,29,Rail,48.3,3.5,8.4
1707.2,75.1,11,Road,41.3,8.2,6.81
3128.5,61.4,38,Road,94.7,8.5,11.1
3680.1,82.2,15,Road,24.1,5.8,9.83
2451.4,13.0,32,Road,24.1,6.8,6.4
149.7,16.3,27,Road,90.5,5.3,4.47
2787.1,23.1,38,Road,64.7,0.4,8.41
254.0,22.4,1,Road,5.4,7.0,1.59
2775.5,28.3,14,Road,67.4,10.0,7.44
3084.2,52.0,3,Air,82.0,2.3,5.11
894.0,3.0,30,Road,27.4,9.8,3.64
3688.0,34.7,31,Rail,38.3,10.0,7.51
4100.3,22.6,1,Road,19.8,1.4,7.16
3659.8,54.8,14,Multimodal,63.3,9.3,14.23
1376.5,88.7,36,Road,66.4,6.8,8.84
2642.0,46.8,36,Road,6.9,4.7,7.83
4117.1,38.6,15,Multimodal,67.8,3.4,13.16
1446.4,33.5,38,Air,65.8,6.3,5.41
3691.0,70.8,25,Sea,3.5,8.4,16.34
47.6,6.9,14,Road,55.5,0.3,2.66
21.4,86.4,24,Road,61.4,5.4,6.34
3419.9,37.9,2,Rail,43.0,6.5,5.86
3427.7,28.6,34,Air,90.1,0.3,5.73
3551.5,87.7,23,Rail,32.8,8.9,9.2
4185.5,84.3,8,Rail,6.7,9.5,8.36
535.0,58.0,5,Road,67.2,6.1,4.78
1047.8,2.2,29,Sea,60.5,1.2,7.52
4067.2,67.5,33,Road,98.9,9.3,12.56
801.7,30.5,20,Road,23.1,8.1,4.03
3071.6,35.3,16,Road,39.5,0.3,7.56
2389.4,14.7,37,Rail,46.1,5.8,5.94
379.0,47.3,37,Road,86.2,1.1,6.18
1287.3,67.1,24,Road,41.5,1.4,6.74
2344.1,24.9,29,Rail,77.2,1.9,6.86
3836.3,84.5,35,Road,15.7,4.0,11.09
3185.4,17.9,9,Rail,41.0,8.8,5.55
2800.4,6.4,22,Road,15.5,0.3,5.62
2234.7,58.2,20,Rail,95.0,6.9,7.99
1347.6,76.5,4,Rail,17.8,9.6,5.48
541.0,85.8,36,Road,41.9,6.4,6.82
1843.8,69.2,12,Road,8.2,8.2,6.35
133.2,18.4,23,Road,92.1,9.0,4.45
953.7,88.0,39,Road,62.4,7.1,8.67
1949.0,82.8,8,Multimodal,96.2,6.6,11.78
1886.6,15.1,10,Road,4.2,0.2,4.35
204.1,50.5,23,Sea,17.5,5.2,7.37
2652.8,50.2,29,Road,38.0,4.7,8.16
2475.8,40.1,32,Rail,62.1,5.2,7.45
356.1,88.6,14,Sea,33.0,4.3,9.18
4244.5,5.8,16,Rail,71.2,9.1,6.87
451.7,56.6,39,Rail,16.5,8.9,5.42
3847.5,18.9,17,Road,60.1,1.3,8.47
6.4,47.7,20,Road,39.8,5.3,4.37
3970.9,70.3,12,Air,50.8,9.6,5.71
93.6,22.6,9,Sea,57.0,6.0,6.16
3411.4,35.7,8,Multimodal,6.0,8.0,11.01
1630.8,85.6,37,Road,92.4,3.7,9.8
3323.3,68.7,21,Sea,78.6,3.8,15.69
1810.8,51.8,32,Multimodal,44.2,3.3,9.6
323.7,20.4,37,Road,54.7,0.2,4.52
3454.9,38.6,18,Road,3.3,9.2,7.67
325.3,69.8,29,Sea,49.8,3.5,9.13
4149.9,73.9,7,Rail,42.6,3.7,8.33
234.1,22.4,37,Sea,37.4,7.6,7.79
2159.6,59.8,6,Road,81.5,5.3,7.86
3255.0,9.0,20,Sea,18.2,3.6,11.91
1772.6,2.6,9,Road,17.6,8.8,3.95
981.5,49.6,9,Road,52.2,8.3,5.47
3417.1,20.6,8,Road,68.7,9.8,7.58
3530.4,7.6,17,Sea,2.2,6.4,12.27
4152.5,65.8,24,Rail,54.6,6.9,9.36
1695.9,45.1,23,Rail,29.9,3.2,5.72
2280.6,71.8,33,Road,75.7,1.0,9.9
1637.3,59.9,22,Air,46.9,1.1,5.18
1160.6,65.8,22,Road,83.4,6.5,7.41
3380.9,28.0,27,Sea,39.7,1.1,13.22
1531.7,24.1,2,Road,82.7,9.1,5.17
1929.5,54.3,31,Road,71.7,7.0,8.6
1819.5,18.4,13,Rail,82.8,2.3,5.39
3208.4,73.5,2,Road,81.2,2.8,9.51
4130.5,47.3,7,Sea,48.6,7.1,16.04
3002.1,20.8,11,Rail,36.8,8.2,5.42
2124.8,56.5,26,Road,76.5,8.4,8.5
3507.5,85.1,21,Air,36.2,6.0,6.38
2886.2,7.8,15,Road,8.9,1.6,5.4
277.4,10.3,16,Rail,85.9,8.2,3.83
435.0,76.0,9,Air,39.7,7.9,4.72
175.4,10.3,21,Rail,13.3,8.4,2.3
2058.4,4.0,6,Road,64.6,1.6,5.1
3717.2,31.6,1,Multimodal,89.0,6.8,12.84
1412.3,42.3,31,Rail,86.1,9.6,7.0
1731.8,51.5,5,Road,55.4,2.6,6.07
4093.1,45.9,37,Road,8.8,7.2,9.96
3766.9,82.2,26,Sea,69.7,2.6,17.28
2994.4,69.3,1,Rail,60.9,3.1,7.43
1204.3,88.6,1,Rail,21.0,4.9,5.82
531.1,43.1,29,Air,90.1,8.9,5.56
77.2,8.0,22,Sea,8.7,0.4,3.71
486.0,86.0,38,Road,37.3,9.9,7.41
1320.2,0.9,19,Road,9.5,7.7,3.53
2485.3,70.0,28,Road,91.2,3.6,9.94
292.7,3.3,5,Sea,3.5,3.5,4.18
617.3,68.6,21,Road,42.6,4.8,5.88
819.0,84.4,22,Rail,86.2,8.8,7.6
2845.8,35.3,20,Sea,25.1,0.2,11.14
2773.0,22.1,12,Air,10.5,5.5,2.49
2480.7,20.8,6,Road,12.7,0.6,5.2
1131.0,44.5,29,Sea,40.5,1.2,8.86
1673.2,15.8,35,Road,42.9,6.9,5.74
439.6,60.7,11,Sea,71.8,2.3,8.16
1022.9,33.5,33,Road,23.8,0.4,5.32
4040.2,29.4,25,Road,70.2,1.6,9.97
4408.7,41.8,14,Sea,99.9,2.1,16.83
2916.2,49.1,29,Road,86.4,7.7,9.76
4126.1,13.2,13,Road,63.6,6.2,8.68
2894.1,63.8,15,Sea,94.0,7.4,15.63
154.2,79.5,8,Sea,99.1,3.7,9.1
4485.4,25.4,33,Rail,57.0,1.1,8.37
449.8,16.6,11,Rail,27.4,8.1,2.53
3073.5,68.6,15,Rail,91.5,1.4,8.82
1141.5,16.9,21,Road,84.4,3.8,5.51
1767.0,4.2,36,Road,8.5,2.6,5.0
2908.5,55.9,6,Road,93.6,3.0,9.14
1967.0,22.0,25,Air,36.6,6.0,3.62
1131.2,15.9,1,Rail,32.2,1.6,2.89
1508.3,88.4,33,Road,34.3,4.5,8.42
1540.3,26.6,39,Rail,32.0,6.4,5.45
4317.2,81.4,32,Multimodal,51.6,8.7,16.94
3594.8,16.5,2,Road,58.0,3.7,7.35
2066.2,73.8,25,Rail,42.6,3.2,7.63
903.2,45.4,33,Rail,41.3,3.7,5.62
3650.5,7.5,38,Rail,73.7,5.0,7.62
711.5,66.2,11,Road,0.3,3.1,4.48
951.0,80.3,19,Air,94.7,2.5,6.26
1650.2,15.1,25,Multimodal,71.4,3.8,8.25
3962.2,65.4,28,Rail,70.7,7.8,9.64
597.4,40.3,10,Rail,42.2,2.5,3.95
554.4,68.0,31,Air,96.6,8.4,6.64
2225.4,64.4,16,Sea,0.0,2.9,11.19
1247.5,2.9,18,Road,7.6,6.0,3.37
2561.4,16.5,22,Rail,80.4,9.7,6.05
2035.1,42.7,35,Rail,73.9,9.5,7.53
1960.1,84.1,12,Road,27.1,4.3,7.69
508.3,31.1,28,Sea,59.5,0.7,7.23
639.0,56.8,9,Multimodal,53.2,9.0,7.95
3695.7,1.6,30,Air,52.7,1.3,4.05
3987.0,64.1,18,Rail,59.6,9.2,8.8
1059.9,54.5,24,Road,99.4,7.3,7.38
515.0,64.5,19,Multimodal,98.7,9.3,9.82
245.1,81.5,14,Sea,98.2,6.7,10.21
2739.3,13.6,2,Road,54.9,10.0,6.13
3220.5,23.9,11,Air,31.8,4.7,3.52
1680.8,89.6,26,Air,56.0,3.3,6.66
3060.1,14.5,8,Rail,62.3,3.9,5.83
3209.7,65.0,3,Rail,31.1,3.5,6.76
4209.4,65.4,15,Road,63.3,4.0,10.88
296.6,61.6,13,Road,62.2,8.9,4.99
869.4,20.9,16,Road,90.3,5.9,5.21
313.0,19.8,22,Sea,23.8,7.3,6.89
3906.6,60.1,33,Road,69.8,2.9,11.34
3567.7,17.2,2,Road,45.1,9.9,7.02
2588.0,59.7,29,Road,13.0,2.8,7.9
381.1,44.6,34,Rail,31.6,1.6,5.12
1233.5,35.1,16,Air,5.7,7.8,2.79
1343.3,27.4,14,Road,31.9,8.4,4.8
2525.5,85.3,39,Road,6.9,3.9,9.21
1164.9,46.0,5,Sea,92.5,5.4,10.08
333.0,50.7,18,Rail,10.2,4.1,4.27
3289.8,85.5,26,Road,81.7,2.9,11.32
1349.4,59.0,10,Rail,90.6,8.1,6.5
2038.4,86.2,6,Road,46.8,7.6,7.86
578.9,10.0,14,Road,5.4,4.9,2.17
3612.5,76.3,2,Rail,59.6,4.6,8.46
2547.1,30.5,27,Road,23.5,1.8,6.61
4057.6,73.0,9,Air,17.7,6.4,4.89
2232.1,77.1,13,Road,56.7,9.2,8.48
4236.7,24.8,21,Rail,35.6,7.2,7.03
4013.9,37.1,2,Rail,73.0,5.1,7.3
2596.2,65.5,3,Road,59.1,0.4,8.0
4202.9,9.4,13,Rail,82.9,9.3,7.21
1457.3,68.1,21,Road,5.8,3.1,6.26
1648.6,10.4,33,Multimodal,23.5,3.0,7.24
209.4,82.3,20,Road,56.7,4.7,6.15
2653.5,25.2,36,Road,88.0,4.3,8.73
3250.0,52.0,18,Road,81.3,9.6,9.87
3482.0,11.0,25,Multimodal,68.0,1.7,10.78
678.4,24.6,38,Rail,57.4,6.9,5.34
2001.5,36.7,25,Rail,63.1,1.1,6.54
800.0,44.1,38,Road,21.4,2.8,5.36
2981.3,0.5,15,Sea,59.5,7.2,12.28
715.0,80.0,17,Road,49.4,8.0,6.73
4069.2,1.2,36,Air,38.4,4.7,3.91
1041.7,69.7,29,Road,88.8,7.9,7.95
1314.9,42.6,33,Road,82.9,9.4,7.29
3829.8,47.4,32,Road,7.7,9.4,9.32
2065.8,19.1,8,Rail,98.6,3.4,5.64
112.9,54.9,13,Rail,23.0,3.1,3.97
2228.2,48.6,17,Road,21.5,7.3,6.56
385.0,15.2,21,Sea,94.4,6.5,8.18
4434.1,21.8,14,Rail,44.5,3.9,6.75
2648.6,6.5,25,Rail,80.5,2.3,6.15
1158.1,6.4,24,Road,28.8,6.2,4.06
2538.9,1.7,33,Road,87.3,4.3,7.64
350.5,20.2,8,Rail,83.2,1.3,4.03
3600.5,61.3,28,Road,51.9,6.4,10.28
4164.3,28.8,19,Road,70.5,7.0,9.91
3935.6,31.2,11,Air,96.4,3.6,5.03
1541.2,12.3,10,Multimodal,45.2,8.3,7.76
1469.3,52.0,1,Road,49.4,0.7,5.82
162.7,31.1,5,Road,72.3,5.0,3.64
2933.0,61.0,16,Rail,38.6,9.6,7.27
2409.4,66.9,20,Road,96.1,1.9,9.44
2069.8,52.8,20,Road,4.0,1.7,6.68
4084.8,25.2,28,Road,40.3,3.8,9.39
759.6,46.0,5,Sea,71.4,2.7,8.23
48.4,23.0,3,Rail,42.9,2.2,2.47
334.6,81.3,30,Road,25.9,9.5,5.95
1009.1,69.1,23,Road,41.3,3.4,6.42
154.6,44.6,34,Road,88.2,0.6,6.04
2265.3,86.9,28,Rail,54.7,9.0,8.87
1416.8,49.4,1,Road,33.5,4.5,5.16
816.3,29.9,27,Road,67.2,7.4,5.6
3376.6,9.0,34,Sea,61.2,3.7,13.78
924.0,49.2,31,Road,56.0,9.4,6.15
3095.8,77.5,32,Rail,39.1,2.9,9.15
1574.9,78.1,7,Road,7.2,6.6,6.24
2305.7,54.6,38,Road,62.1,8.2,9.06
4202.7,35.7,34,Road,42.0,2.4,10.37
172.9,58.7,4,Sea,42.9,8.0,7.62
2253.7,68.7,19,Air,23.4,7.9,4.91
3845.6,37.3,22,Sea,24.9,9.6,16.11
2647.9,43.1,29,Road,78.7,9.2,8.89
1249.5,61.4,34,Rail,47.9,3.9,6.82
1792.6,79.0,34,Road,10.9,5.9,8.1
3062.8,71.3,3,Road,4.6,9.3,7.71
4009.2,2.5,21,Air,22.5,0.0,3.3
189.6,11.6,38,Road,48.7,6.3,4.0
326.6,76.8,21,Road,61.7,2.2,6.36
1466.1,75.1,17,Road,14.4,7.4,6.6
1051.3,35.3,29,Road,43.4,8.0,5.5
1195.9,52.8,33,Road,7.3,7.1,5.74
999.6,81.6,39,Rail,3.8,10.0,6.7
885.2,82.1,26,Road,86.3,4.8,8.31
592.2,70.6,7,Air,65.8,5.6,4.84
4203.1,19.3,9,Sea,78.1,4.1,15.29
653.1,65.9,18,Road,18.2,9.7,5.11
923.8,9.5,1,Road,32.2,9.2,2.77
1112.0,80.5,11,Road,44.4,9.9,6.77
4198.9,13.8,22,Rail,65.8,9.8,7.4
3401.9,59.8,32,Road,53.5,9.0,10.14
3554.7,55.1,10,Rail,55.1,9.3,7.86
475.9,70.0,27,Road,15.7,1.2,5.37
3764.2,49.9,12,Rail,47.5,1.7,7.63
1839.8,5.8,30,Road,82.4,8.9,6.2
1186.4,63.7,10,Road,50.9,7.3,6.32
2593.0,34.8,12,Multimodal,20.0,8.7,10.68
3700.7,29.2,38,Sea,41.3,7.7,16.04
3505.0,89.3,21,Road,75.5,1.4,11.33
4005.5,53.3,27,Air,13.5,9.2,5.2
4177.0,64.1,6,Rail,58.0,7.7,8.41
1075.4,47.6,38,Air,96.5,5.7,6.67
1910.2,69.4,8,Sea,38.0,5.3,11.46
70.8,67.8,37,Road,4.4,5.7,4.86
3957.6,59.3,6,Road,63.3,3.9,9.95
699.8,89.8,34,Road,4.7,8.0,6.76
3877.3,41.7,22,Rail,19.2,9.1,7.06
1485.6,63.7,29,Rail,4.8,2.5,6.09
1659.8,71.9,9,Road,17.1,0.4,6.33
180.9,34.2,21,Road,85.5,2.0,4.81
1474.3,41.4,32,Sea,73.5,7.6,12.09
3998.2,87.2,8,Multimodal,34.2,8.7,14.97
119.8,3.4,10,Rail,89.7,3.5,3.11
1831.4,30.5,23,Road,66.5,1.5,6.46
146.1,44.0,20,Road,44.8,8.6,4.16
1672.3,0.6,13,Road,6.8,2.1,3.84
781.0,81.0,22,Air,73.1,2.4,6.29
1138.7,26.1,15,Road,37.6,0.9,4.36
3949.8,23.6,31,Rail,30.3,9.1,7.4
1965.0,73.9,32,Road,28.8,3.3,8.23
1235.7,25.4,13,Rail,0.8,1.7,3.34
2654.1,59.4,25,Rail,74.3,9.5,8.19
643.8,74.0,21,Sea,14.5,3.4,8.81
1171.0,71.4,4,Road,52.1,7.5,5.94
2460.4,70.5,15,Road,1.6,2.3,7.57
1072.7,8.4,21,Road,62.8,7.3,4.68
3057.7,7.6,8,Air,36.9,2.3,2.55
2214.3,28.0,31,Air,63.1,6.4,4.69
3475.1,3.7,10,Rail,9.0,4.4,4.44
4267.4,45.3,21,Rail,26.6,8.0,7.79
525.5,35.8,17,Rail,11.0,7.3,3.77
1509.3,50.4,5,Road,64.6,9.4,6.31
1441.4,27.2,13,Air,10.9,3.8,2.45
684.6,44.0,21,Road,61.7,7.5,5.73
3647.3,30.5,12,Road,13.5,9.7,7.66
3420.7,18.0,25,Rail,94.3,3.4,7.69
2182.5,58.6,28,Road,41.6,2.9,7.97
2422.3,60.8,2,Road,12.7,7.7,6.41
272.7,74.7,21,Sea,4.2,4.5,7.93
2502.0,78.8,22,Road,32.9,4.0,8.84
3562.1,63.5,2,Rail,89.1,5.5,8.25
2584.4,62.0,30,Road,14.4,9.4,8.38
1197.6,5.6,1,Road,79.1,0.8,4.01
3005.6,10.3,13,Road,41.7,4.7,6.55
1629.9,73.2,3,Road,80.3,1.1,7.59
2454.2,21.3,20,Sea,87.4,8.8,13.51
2196.6,32.3,5,Road,99.8,1.4,6.87
1718.4,13.5,2,Rail,6.8,0.9,2.95
3236.4,18.0,26,Rail,79.6,9.6,7.19
3978.0,69.9,29,Rail,7.0,5.6,8.41
28.4,23.9,18,Multimodal,31.5,8.3,5.67
4201.6,40.7,9,Sea,64.6,4.7,15.87
2304.3,14.1,22,Road,44.7,4.4,6.19
3154.8,61.2,28,Road,56.5,9.1,9.8
3851.0,65.7,12,Road,96.6,9.9,11.15
2104.6,32.9,37,Rail,81.9,6.2,7.13
3758.2,70.7,18,Road,36.4,9.2,10.12
803.4,22.0,34,Rail,60.0,8.6,5.12
720.5,62.4,3,Rail,4.8,5.4,4.24
2960.3,65.8,5,Road,45.3,9.4,8.03
3916.3,87.2,23,Sea,60.8,2.1,17.26
4016.5,21.3,13,Road,71.5,8.8,9.06
2898.6,8.9,24,Road,90.2,3.1,8.01
2367.1,24.0,28,Sea,28.3,0.3,10.2
1494.6,11.5,17,Rail,90.2,7.9,5.19
4410.1,15.7,6,Rail,66.2,9.3,6.87
1442.0,30.4,27,Road,7.8,2.2,5.59
3350.1,37.6,29,Road,38.0,5.3,8.73
2396.3,81.4,12,Sea,47.7,7.5,13.93
2740.3,18.0,35,Sea,35.2,3.3,12.4
1773.7,87.5,5,Rail,11.6,1.5,6.15
4341.9,73.0,2,Road,55.2,3.9,10.69
2574.7,79.4,11,Rail,13.2,4.6,7.0
4220.4,83.7,4,Road,91.5,7.4,11.78
39.1,67.9,22,Road,86.5,2.0,6.01
2579.2,71.1,1,Air,47.5,8.2,4.83
3228.8,39.7,16,Road,6.8,5.0,7.23
3354.1,46.2,2,Multimodal,55.2,9.0,12.24
4072.9,84.0,27,Road,59.2,5.7,11.89
24.8,34.4,12,Road,88.8,4.5,3.91
6.5,4.3,5,Rail,6.8,2.9,1.02
2127.8,68.8,5,Air,69.2,1.1,5.19
136.7,51.8,22,Sea,56.3,3.7,7.73
4385.5,73.4,13,Sea,17.5,4.1,16.67
1003.2,7.3,16,Rail,12.2,5.7,2.74
2129.6,56.1,26,Rail,69.4,8.6,7.66
279.8,22.7,9,Sea,34.0,4.6,5.82
2351.6,81.3,32,Road,100.0,3.1,10.48
1712.9,10.3,19,Rail,89.4,8.7,4.99
205.7,76.0,36,Road,56.6,7.3,6.67
1511.4,8.4,28,Multimodal,64.2,3.1,7.63
1764.5,2.7,15,Multimodal,15.9,1.7,5.99
4454.7,21.5,9,Road,89.4,2.9,9.68
939.4,30.3,16,Sea,45.9,1.2,7.51
2453.8,56.6,6,Air,52.1,9.0,4.17
4443.0,12.3,8,Road,87.3,6.1,9.14
3565.1,39.6,33,Rail,0.6,8.6,7.02
4470.2,18.8,32,Air,49.4,8.2,4.98
4357.5,77.0,36,Road,62.7,1.5,12.41
2205.5,4.5,36,Rail,15.9,4.4,4.7
3135.2,32.4,34,Road,6.8,9.7,7.84
501.4,57.0,2,Air,53.5,2.3,3.79
1988.0,82.2,13,Multimodal,54.8,0.5,9.93
3641.5,78.2,10,Multimodal,33.0,3.5,12.91
2276.5,80.6,38,Rail,88.2,5.1,9.42
3163.6,6.1,7,Air,30.1,0.6,2.37
3357.2,75.8,3,Sea,51.6,4.3,14.66
1144.3,70.3,27,Road,18.7,2.5,6.53
3941.3,81.3,14,Sea,1.1,2.1,15.11
2071.9,28.4,30,Road,42.6,2.6,6.93
949.8,82.1,34,Rail,52.7,1.1,7.59
3895.0,36.5,23,Road,76.5,0.8,9.9
1883.1,57.3,17,Road,44.9,6.0,6.81
3377.7,38.5,15,Road,27.9,9.5,8.11
2468.4,38.8,7,Rail,60.4,8.0,5.85
1721.5,49.4,3,Road,38.1,8.3,5.59
3645.4,32.4,9,Sea,23.3,7.4,14.23
2632.2,71.4,3,Road,91.0,9.6,8.84
1760.6,57.2,35,Road,53.7,9.5,8.01
497.6,62.2,8,Rail,20.0,7.8,4.28
4030.0,21.2,26,Sea,67.1,7.2,16.27
164.4,87.3,15,Road,80.3,3.1,6.72
3885.0,59.6,5,Rail,75.9,0.9,8.37
1623.0,18.1,13,Air,60.0,0.9,3.43
2878.8,67.7,15,Rail,52.0,7.4,7.65
4150.3,16.0,39,Road,77.7,0.3,10.3
686.9,6.2,12,Road,70.8,8.2,3.82
2553.4,47.7,35,Air,57.1,3.7,5.7
3441.1,50.0,8,Road,65.8,1.9,8.98
3410.3,17.4,10,Air,16.9,4.1,2.75
2367.7,31.7,34,Rail,2.0,7.0,5.53
2813.2,85.1,8,Multimodal,93.1,2.8,12.49
3410.1,26.0,22,Sea,93.5,1.7,14.09
3785.4,14.4,12,Multimodal,78.8,7.4,12.68
3429.3,89.3,22,Road,37.2,8.8,10.65
