origin_city,destination_city,distance_km,transport_mode,shipment_weight_kg,quantity,product_category,traffic_density_index,shipping_cost_inr
Hyderabad,Chennai,567.7,Road,1136.6,22,Automotive Components,1.8,27804.68
Kochi,Visakhapatnam,683.1,Road,1172.5,42,Consumer Goods,3.1,34066.42
Pune,Bengaluru,895.5,Road,3449.2,29,Consumer Goods,6.2,138345.02
Mumbai,Delhi,2661.5,Rail,1648.5,49,Pharmaceuticals,8.5,110348.81
Visakhapatnam,Kochi,513.5,Road,4930.8,17,Textiles,2.3,103453.09
Kochi,Delhi,2478.7,Rail,1484.5,28,Pharmaceuticals,9.3,93335.88
Visakhapatnam,Kochi,689.0,Road,2762.1,40,Automotive Components,5.3,81280.08
Mumbai,Pune,1073.4,Rail,412.0,23,Textiles,5.5,11787.66
Visakhapatnam,Hyderabad,483.6,Rail,2717.2,44,Consumer Goods,1.3,29350.25
Visakhapatnam,Hyderabad,423.9,Rail,2330.0,1,Pharmaceuticals,9.7,25977.6
Kochi,Delhi,402.1,Sea,1779.3,42,Textiles,1.5,11134.59
Kolkata,Bengaluru,1058.3,Sea,2176.6,66,Heavy Machinery,3.6,32720.6
Bengaluru,Pune,1537.8,Sea,933.4,17,Automotive Components,6.7,22879.85
Kochi,Bengaluru,682.1,Rail,4110.1,98,Textiles,6.8,68163.66
Mumbai,Visakhapatnam,2621.6,Road,4612.9,13,Automotive Components,4.9,488575.11
Kolkata,Pune,1704.0,Air,4195.6,7,Consumer Goods,8.8,1074987.19
Visakhapatnam,Mumbai,2495.4,Rail,4034.1,26,Heavy Machinery,4.0,231191.27
Delhi,Kolkata,544.4,Rail,2764.5,58,Pharmaceuticals,2.4,34479.26
Delhi,Ahmedabad,530.3,Road,1701.6,92,Consumer Goods,1.4,35965.57
Chennai,Mumbai,2393.9,Rail,901.1,71,Pharmaceuticals,2.2,48817.38
Kochi,Bengaluru,1655.2,Air,4107.7,73,Automotive Components,9.6,1024882.58
Chennai,Kolkata,2637.3,Road,265.1,89,Consumer Goods,3.8,30228.08
Hyderabad,Visakhapatnam,539.3,Sea,946.0,62,Automotive Components,6.9,9317.57
Mumbai,Kochi,218.9,Road,2038.6,41,Automotive Components,9.7,22802.9
Kolkata,Delhi,2578.9,Rail,1013.4,44,Textiles,9.0,64067.18
Bengaluru,Chennai,2001.9,Road,2935.8,8,Textiles,5.5,232687.6
Kochi,Visakhapatnam,2289.0,Rail,3634.6,63,Consumer Goods,1.8,178850.64
Chennai,Kochi,934.4,Rail,4550.0,7,Pharmaceuticals,7.5,99196.12
Kochi,Delhi,158.1,Road,1091.7,70,Pharmaceuticals,2.2,8284.54
Visakhapatnam,Mumbai,1429.6,Road,1434.1,10,Pharmaceuticals,2.3,81946.7
Mumbai,Ahmedabad,2773.5,Road,3597.8,27,Heavy Machinery,8.9,478845.25
Ahmedabad,Chennai,2555.0,Rail,1124.4,84,Heavy Machinery,7.0,70572.65
Chennai,Delhi,340.9,Air,1949.9,3,Heavy Machinery,9.4,94569.7
Visakhapatnam,Mumbai,647.6,Road,3779.6,30,Heavy Machinery,9.6,109835.11
Chennai,Visakhapatnam,974.8,Rail,1910.4,94,Pharmaceuticals,5.1,46034.11
Mumbai,Ahmedabad,2350.6,Road,774.3,96,Automotive Components,7.0,82438.02
Kolkata,Bengaluru,2335.5,Road,1383.8,95,Textiles,6.9,141829.37
Visakhapatnam,Pune,640.3,Road,450.3,21,Pharmaceuticals,2.0,12887.01
Pune,Hyderabad,1562.7,Rail,3387.1,84,Textiles,6.6,130011.3
Hyderabad,Kochi,1479.8,Rail,276.8,76,Pharmaceuticals,2.0,10992.8
Visakhapatnam,Ahmedabad,1247.8,Rail,2891.6,35,Automotive Components,8.7,85598.69
Kolkata,Chennai,1570.2,Road,4752.8,52,Pharmaceuticals,9.4,331369.56
Visakhapatnam,Hyderabad,925.9,Road,4306.4,18,Textiles,4.5,163601.93
Mumbai,Bengaluru,1558.6,Road,411.1,87,Pharmaceuticals,7.2,29284.58
Pune,Hyderabad,1966.9,Air,3586.7,60,Heavy Machinery,7.3,1033797.34
Ahmedabad,Kolkata,315.6,Road,3466.0,28,Consumer Goods,1.5,42547.19
Ahmedabad,Visakhapatnam,2713.4,Road,1527.0,78,Consumer Goods,2.5,159058.38
Bengaluru,Kolkata,588.1,Road,591.1,72,Pharmaceuticals,9.0,16962.13
Pune,Kochi,1104.8,Rail,4277.7,80,Pharmaceuticals,2.8,105683.34
Pune,Mumbai,1397.2,Road,2793.8,58,Pharmaceuticals,7.8,175788.98
Delhi,Mumbai,258.6,Road,3507.1,65,Consumer Goods,6.3,40566.31
Mumbai,Bengaluru,1603.2,Sea,2316.1,5,Textiles,7.4,59108.39
Bengaluru,Pune,2455.4,Rail,1150.7,60,Heavy Machinery,2.3,68330.09
Chennai,Pune,2537.7,Road,1338.7,55,Heavy Machinery,8.2,153100.84
Ahmedabad,Kolkata,1014.4,Rail,2697.4,69,Pharmaceuticals,4.3,65845.17
Bengaluru,Pune,1630.8,Road,1211.0,87,Consumer Goods,9.9,92907.7
Visakhapatnam,Hyderabad,2208.5,Rail,2023.4,60,Textiles,4.9,104284.28
Pune,Hyderabad,820.0,Sea,418.3,18,Consumer Goods,3.9,6359.63
Hyderabad,Chennai,1550.5,Road,4977.7,35,Heavy Machinery,2.3,312936.19
Mumbai,Delhi,1121.8,Sea,3102.6,68,Heavy Machinery,1.6,48212.83
Ahmedabad,Pune,1152.2,Sea,773.0,93,Automotive Components,8.9,15356.06
Kochi,Kolkata,399.5,Air,694.0,80,Consumer Goods,2.1,36997.05
Ahmedabad,Bengaluru,1228.3,Rail,2442.3,20,Consumer Goods,8.9,79392.05
Mumbai,Visakhapatnam,576.3,Road,172.6,87,Heavy Machinery,6.0,5941.49
Pune,Mumbai,948.4,Road,2089.6,69,Pharmaceuticals,7.0,86994.69
Ahmedabad,Pune,1025.2,Rail,4727.3,64,Consumer Goods,8.3,123348.64
Chennai,Bengaluru,1291.1,Road,4125.6,29,Pharmaceuticals,5.9,233128.99
Delhi,Chennai,2579.8,Road,4653.3,64,Automotive Components,5.4,501253.22
Kochi,Hyderabad,1822.1,Rail,600.0,1,Heavy Machinery,8.0,27466.16
Visakhapatnam,Mumbai,2732.3,Rail,1885.5,65,Consumer Goods,4.7,118685.62
Mumbai,Ahmedabad,1715.2,Road,2797.2,95,Pharmaceuticals,1.7,182639.09
Delhi,Chennai,2284.5,Rail,3615.3,43,Consumer Goods,6.7,204300.58
Ahmedabad,Bengaluru,2360.5,Rail,1992.7,72,Heavy Machinery,1.3,96373.95
Mumbai,Chennai,2108.4,Rail,1628.8,97,Automotive Components,6.4,82960.91
Bengaluru,Ahmedabad,1925.3,Road,1560.1,41,Automotive Components,5.6,127444.11
Kochi,Chennai,1257.5,Road,3957.8,96,Textiles,3.7,203418.25
Ahmedabad,Visakhapatnam,1653.3,Sea,1940.0,18,Heavy Machinery,4.1,47890.36
Pune,Visakhapatnam,663.3,Road,130.7,8,Consumer Goods,5.1,5331.56
Chennai,Bengaluru,1788.4,Rail,3862.6,25,Automotive Components,5.4,155187.12
Kochi,Mumbai,1512.9,Road,848.6,40,Consumer Goods,4.8,57171.34
Visakhapatnam,Pune,2281.5,Road,3159.6,77,Heavy Machinery,4.5,292123.86
Mumbai,Hyderabad,2541.7,Sea,195.9,48,Heavy Machinery,3.9,8258.8
Pune,Kochi,501.9,Road,1965.6,22,Pharmaceuticals,6.8,44524.73
Pune,Bengaluru,1980.9,Rail,2306.9,71,Pharmaceuticals,4.7,99905.11
Pune,Chennai,2667.6,Road,4866.8,96,Heavy Machinery,3.9,550469.35
Pune,Chennai,2582.4,Road,486.4,64,Pharmaceuticals,9.1,55565.0
Bengaluru,Kochi,2361.2,Road,3770.0,63,Automotive Components,2.6,354589.33
Hyderabad,Mumbai,278.1,Rail,4825.5,30,Pharmaceuticals,2.3,30576.26
Chennai,Bengaluru,819.1,Rail,1420.7,68,Pharmaceuticals,8.0,30814.46
Bengaluru,Pune,543.0,Road,1167.0,36,Automotive Components,2.0,27242.47
Kochi,Ahmedabad,2606.4,Air,4762.7,59,Textiles,3.4,1606166.44
Chennai,Mumbai,2134.6,Road,2473.3,19,Automotive Components,4.2,226696.81
Pune,Visakhapatnam,1559.2,Sea,4121.8,26,Consumer Goods,3.6,87800.27
Mumbai,Kochi,2745.4,Road,3983.4,57,Consumer Goods,7.6,477784.46
Mumbai,Visakhapatnam,666.0,Sea,1663.7,78,Automotive Components,2.8,16837.9
Mumbai,Kolkata,1850.2,Rail,978.0,53,Pharmaceuticals,7.2,45974.29
Kochi,Hyderabad,1764.9,Sea,3529.3,15,Automotive Components,3.6,91152.49
Delhi,Pune,1052.2,Rail,2531.5,8,Pharmaceuticals,8.7,67266.39
Bengaluru,Hyderabad,1436.3,Rail,2478.0,35,Pharmaceuticals,8.9,86235.8
Kochi,Chennai,773.8,Road,2753.7,76,Consumer Goods,3.5,86739.55
Visakhapatnam,Kochi,1944.4,Rail,177.0,4,Consumer Goods,6.4,9501.01
Delhi,Kolkata,1258.3,Sea,75.1,76,Textiles,8.3,3182.05
Kolkata,Ahmedabad,212.4,Rail,1604.9,32,Consumer Goods,1.7,8860.51
Kolkata,Kochi,2669.6,Road,1652.2,41,Automotive Components,6.1,197455.47
Kolkata,Chennai,1478.8,Road,3607.7,97,Consumer Goods,9.8,250175.48
Bengaluru,Kolkata,2019.9,Sea,1662.0,10,Pharmaceuticals,4.3,51426.23
Mumbai,Pune,671.9,Road,1829.8,89,Pharmaceuticals,7.6,56521.76
Hyderabad,Mumbai,487.2,Road,2770.3,43,Heavy Machinery,8.2,61624.16
Bengaluru,Kolkata,2541.4,Road,2978.5,43,Automotive Components,7.7,334883.93
Ahmedabad,Chennai,1716.0,Sea,1699.8,64,Textiles,9.5,46269.91
Kochi,Hyderabad,1457.4,Rail,2812.6,17,Textiles,7.9,99902.27
Bengaluru,Chennai,1531.0,Road,3108.2,11,Consumer Goods,9.4,214595.38
Delhi,Kolkata,775.9,Rail,1343.2,58,Heavy Machinery,3.1,25949.67
Delhi,Kochi,2568.6,Road,1216.9,42,Consumer Goods,6.3,132550.82
Mumbai,Hyderabad,717.7,Road,4457.6,45,Consumer Goods,4.4,136444.06
Pune,Kolkata,568.7,Sea,3254.9,49,Textiles,7.5,28401.96
Mumbai,Visakhapatnam,2614.6,Road,1589.8,31,Pharmaceuticals,2.4,166044.15
Kolkata,Kochi,832.6,Road,2776.3,79,Heavy Machinery,2.6,93767.17
Ahmedabad,Bengaluru,2435.6,Road,3551.7,14,Heavy Machinery,2.2,347244.33
Ahmedabad,Mumbai,2197.2,Road,162.0,11,Automotive Components,3.4,16298.45
Mumbai,Hyderabad,1162.2,Road,4603.2,75,Textiles,2.7,212587.43
Kolkata,Bengaluru,823.1,Rail,3600.3,16,Textiles,8.0,75343.49
Delhi,Chennai,2161.3,Sea,1991.7,42,Heavy Machinery,6.3,63158.54
Visakhapatnam,Kolkata,1733.6,Road,4664.7,2,Consumer Goods,4.3,329505.02
Delhi,Kochi,823.2,Road,326.4,91,Automotive Components,2.8,12176.31
Hyderabad,Mumbai,2510.8,Rail,3783.2,85,Heavy Machinery,8.2,232153.04
Visakhapatnam,Chennai,2060.6,Sea,2655.1,51,Automotive Components,8.9,84322.33
Ahmedabad,Chennai,2559.6,Air,3340.7,40,Heavy Machinery,8.7,1217569.85
Mumbai,Ahmedabad,1309.3,Road,2383.4,96,Consumer Goods,9.3,144708.68
Kochi,Mumbai,489.7,Air,778.8,18,Automotive Components,8.3,55832.76
Kochi,Ahmedabad,2598.8,Road,1340.9,58,Pharmaceuticals,6.7,155223.58
Delhi,Pune,1743.8,Road,2342.1,85,Consumer Goods,4.9,175762.19
Pune,Chennai,1756.1,Sea,4598.3,78,Textiles,3.6,109275.1
Kolkata,Delhi,1698.3,Rail,388.2,10,Pharmaceuticals,1.1,15908.32
Ahmedabad,Pune,1401.8,Road,568.3,69,Automotive Components,8.5,37137.73
Kochi,Visakhapatnam,825.9,Road,805.9,1,Pharmaceuticals,4.9,28586.79
Bengaluru,Mumbai,1774.5,Road,3179.0,61,Automotive Components,8.8,251955.33
Bengaluru,Visakhapatnam,2054.3,Road,1863.2,15,Consumer Goods,3.9,160885.13
Mumbai,Delhi,2578.8,Rail,788.8,23,Textiles,4.0,49377.47
Kolkata,Pune,341.2,Rail,653.7,54,Automotive Components,1.2,6154.07
Bengaluru,Visakhapatnam,825.0,Air,3387.1,90,Automotive Components,5.4,397399.26
Visakhapatnam,Hyderabad,2208.2,Rail,2339.8,68,Textiles,5.4,120693.88
Delhi,Ahmedabad,2204.1,Road,4370.1,26,Heavy Machinery,6.9,396599.5
Bengaluru,Kochi,711.9,Air,2049.9,87,Pharmaceuticals,7.7,226355.09
Delhi,Pune,639.5,Rail,3295.9,92,Heavy Machinery,4.1,52387.96
Visakhapatnam,Kolkata,1122.9,Road,3989.4,43,Pharmaceuticals,9.3,201212.48
Visakhapatnam,Kochi,316.7,Road,4770.7,61,Pharmaceuticals,5.1,65406.04
Kochi,Mumbai,2085.5,Road,4353.0,77,Pharmaceuticals,6.2,405994.58
Pune,Chennai,1925.0,Air,3887.8,16,Textiles,6.3,1033118.55
Hyderabad,Visakhapatnam,2425.6,Road,2093.8,10,Textiles,8.9,233743.16
Visakhapatnam,Bengaluru,1289.6,Rail,4914.9,55,Automotive Components,7.2,159172.19
Visakhapatnam,Kochi,1837.4,Sea,1360.4,43,Textiles,4.2,38452.9
Kochi,Delhi,2678.0,Air,3323.4,46,Pharmaceuticals,7.4,1279534.07
Bengaluru,Pune,2690.8,Road,696.6,74,Consumer Goods,9.0,81276.49
Mumbai,Pune,338.4,Air,3049.3,57,Automotive Components,8.4,159332.37
Hyderabad,Chennai,155.0,Road,3464.9,65,Automotive Components,1.4,22222.13
Mumbai,Pune,2694.0,Sea,497.0,86,Textiles,1.6,18634.28
Chennai,Hyderabad,1568.6,Air,1510.0,60,Pharmaceuticals,7.1,331091.52
Chennai,Kolkata,2006.1,Rail,3225.5,28,Consumer Goods,9.8,151966.15
Hyderabad,Delhi,2568.4,Rail,3030.6,6,Textiles,6.4,186715.91
Ahmedabad,Visakhapatnam,1297.9,Rail,3357.6,92,Automotive Components,4.9,100830.23
Kochi,Pune,1317.7,Road,666.0,24,Heavy Machinery,6.2,38992.29
Ahmedabad,Pune,592.5,Road,2600.8,45,Textiles,5.1,66814.5
Ahmedabad,Chennai,2550.4,Road,4641.7,93,Automotive Components,2.9,463513.88
Bengaluru,Mumbai,1866.3,Sea,4771.2,70,Automotive Components,3.5,125536.23
Kochi,Delhi,627.7,Rail,677.3,1,Heavy Machinery,3.7,11019.78
Mumbai,Bengaluru,1633.4,Rail,4477.3,29,Consumer Goods,6.4,182408.2
Chennai,Delhi,1019.6,Road,2903.6,5,Textiles,8.5,130910.32
Hyderabad,Chennai,540.0,Sea,3776.9,12,Heavy Machinery,1.5,26394.93
Kochi,Hyderabad,632.0,Road,795.7,54,Automotive Components,5.7,24303.93
Hyderabad,Mumbai,1632.0,Road,3702.4,8,Textiles,5.8,267999.08
Kochi,Ahmedabad,1645.6,Road,401.8,71,Automotive Components,9.6,32494.26
Delhi,Visakhapatnam,2243.3,Sea,3183.4,70,Heavy Machinery,8.4,112454.68
Chennai,Hyderabad,807.2,Sea,3356.9,8,Pharmaceuticals,4.5,40396.27
Delhi,Bengaluru,2577.0,Air,3340.4,64,Pharmaceuticals,6.5,1184090.04
Delhi,Mumbai,1524.3,Rail,340.4,99,Pharmaceuticals,6.9,14331.35
Ahmedabad,Hyderabad,691.1,Air,1951.7,26,Pharmaceuticals,7.0,185346.04
Chennai,Mumbai,1245.2,Rail,3734.8,1,Textiles,9.2,115063.03
Delhi,Hyderabad,2596.9,Road,3994.2,27,Pharmaceuticals,6.2,427671.78
Visakhapatnam,Bengaluru,1417.1,Rail,2106.8,92,Pharmaceuticals,3.0,64170.85
Hyderabad,Pune,2468.0,Sea,852.0,31,Textiles,6.8,32294.55
Ahmedabad,Visakhapatnam,573.6,Sea,2522.3,53,Heavy Machinery,3.1,20834.03
Bengaluru,Visakhapatnam,2572.0,Road,3268.8,48,Consumer Goods,2.0,344220.66
Ahmedabad,Chennai,1291.1,Road,4606.0,10,Heavy Machinery,6.5,259652.32
Kochi,Delhi,2630.7,Rail,3422.7,28,Textiles,3.5,199839.66
Delhi,Kolkata,2445.1,Air,4122.2,12,Heavy Machinery,6.7,1405398.28
Kolkata,Visakhapatnam,1898.9,Road,1360.5,15,Pharmaceuticals,8.4,121355.24
Pune,Bengaluru,1933.0,Sea,4174.5,66,Pharmaceuticals,2.3,107381.82
Ahmedabad,Pune,710.5,Road,3079.3,82,Textiles,1.5,83240.77
Pune,Chennai,1747.5,Air,2767.5,62,Consumer Goods,1.8,635354.34
Pune,Mumbai,1606.2,Rail,1371.0,44,Pharmaceuticals,9.7,57166.23
Mumbai,Kochi,1035.5,Road,1059.3,43,Consumer Goods,1.8,45382.17
Delhi,Mumbai,1489.9,Road,2742.2,23,Pharmaceuticals,9.3,179370.66
Kolkata,Mumbai,2612.2,Air,4462.6,10,Textiles,9.8,1721191.01
Delhi,Visakhapatnam,164.1,Rail,1215.1,6,Automotive Components,1.6,5635.41
Visakhapatnam,Kolkata,1255.4,Rail,1429.5,17,Automotive Components,5.8,45161.64
Visakhapatnam,Bengaluru,1034.1,Road,4742.2,49,Consumer Goods,7.3,209611.7
Kolkata,Delhi,2697.3,Road,181.7,58,Textiles,1.3,20469.17
Hyderabad,Ahmedabad,2730.8,Rail,2452.7,49,Automotive Components,5.7,160498.16
Hyderabad,Visakhapatnam,1702.0,Sea,2667.4,67,Consumer Goods,4.8,67410.23
Chennai,Kochi,1607.5,Sea,3394.8,65,Pharmaceuticals,5.6,77658.71
Kochi,Mumbai,2543.5,Rail,1010.2,10,Pharmaceuticals,5.9,64566.66
Ahmedabad,Visakhapatnam,167.3,Road,2878.5,68,Heavy Machinery,7.4,22704.05
Delhi,Kolkata,1640.0,Rail,591.9,61,Textiles,2.1,22987.34
Chennai,Hyderabad,215.3,Rail,1371.7,13,Automotive Components,9.9,8992.92
Kolkata,Ahmedabad,2715.6,Road,124.8,92,Pharmaceuticals,3.5,15534.22
Visakhapatnam,Pune,998.4,Air,2294.4,95,Automotive Components,9.8,340507.31
Chennai,Delhi,1530.1,Rail,916.8,81,Consumer Goods,7.2,35526.09
Delhi,Chennai,1256.6,Road,528.9,35,Automotive Components,7.2,29479.35
Kochi,Chennai,2518.1,Air,1754.3,17,Consumer Goods,9.3,632070.06
Kochi,Bengaluru,2799.5,Air,442.1,4,Textiles,9.0,177910.54
Visakhapatnam,Bengaluru,331.2,Air,3338.8,78,Heavy Machinery,3.0,150059.65
Pune,Bengaluru,2089.9,Sea,1044.3,97,Pharmaceuticals,7.3,34532.11
Visakhapatnam,Kolkata,1125.2,Road,3565.9,12,Pharmaceuticals,5.5,179825.36
Kochi,Hyderabad,518.5,Air,4207.3,66,Pharmaceuticals,5.4,313434.0
Kolkata,Ahmedabad,1224.4,Sea,3719.4,70,Consumer Goods,1.1,60819.87
Chennai,Bengaluru,2795.1,Rail,3826.1,45,Pharmaceuticals,5.7,257820.55
Bengaluru,Kolkata,1097.6,Air,3236.6,98,Textiles,1.9,465087.43
Kochi,Ahmedabad,885.1,Road,1912.7,40,Automotive Components,3.4,66411.37
Mumbai,Visakhapatnam,2392.4,Air,1775.3,93,Consumer Goods,1.1,547476.87
Delhi,Kolkata,2450.0,Rail,2866.3,75,Heavy Machinery,4.6,162740.39
Bengaluru,Delhi,1048.0,Rail,1277.8,10,Heavy Machinery,9.3,35095.07
Delhi,Visakhapatnam,941.5,Rail,1756.0,83,Heavy Machinery,8.2,42206.59
Delhi,Mumbai,1865.3,Sea,818.7,2,Automotive Components,1.5,22071.38
Visakhapatnam,Kochi,693.7,Road,3911.7,56,Automotive Components,7.4,117297.22
Chennai,Pune,1431.8,Air,3691.3,66,Pharmaceuticals,7.5,781433.79
Chennai,Bengaluru,524.6,Road,2541.1,13,Automotive Components,8.0,57832.6
Hyderabad,Bengaluru,957.6,Air,1879.4,31,Pharmaceuticals,6.9,255522.15
Pune,Delhi,938.3,Rail,3498.5,40,Textiles,1.6,74523.1
Kochi,Bengaluru,1991.5,Air,469.2,65,Automotive Components,6.9,136786.17
Visakhapatnam,Kolkata,898.0,Road,286.4,78,Textiles,2.9,12014.65
Ahmedabad,Delhi,2531.0,Sea,3513.8,16,Heavy Machinery,6.3,128120.04
Mumbai,Kochi,2755.1,Rail,2772.8,77,Textiles,7.1,184677.92
Kolkata,Visakhapatnam,364.8,Sea,3679.5,47,Heavy Machinery,2.0,20070.27
Kochi,Kolkata,1203.8,Road,1433.9,89,Pharmaceuticals,5.2,73731.91
Kochi,Bengaluru,949.9,Air,586.1,7,Consumer Goods,3.1,74357.05
Bengaluru,Delhi,1082.8,Air,2178.3,94,Textiles,8.3,346085.46
Ahmedabad,Delhi,853.2,Rail,2162.1,17,Consumer Goods,9.4,47055.31
Hyderabad,Visakhapatnam,1164.1,Road,3807.3,88,Consumer Goods,5.6,192091.38
Visakhapatnam,Kolkata,524.7,Rail,654.6,17,Pharmaceuticals,6.0,9641.9
Visakhapatnam,Kolkata,891.5,Road,4733.1,81,Heavy Machinery,1.7,169436.18
Pune,Chennai,2131.7,Rail,327.2,89,Automotive Components,4.5,17306.7
Ahmedabad,Delhi,1061.7,Sea,1599.0,61,Pharmaceuticals,2.3,24590.73
Visakhapatnam,Kolkata,700.8,Road,3529.9,73,Consumer Goods,7.3,108409.04
Bengaluru,Hyderabad,437.4,Rail,3601.4,3,Automotive Components,9.6,40958.95
Mumbai,Kolkata,1072.2,Rail,2856.9,45,Automotive Components,8.3,77154.64
Hyderabad,Ahmedabad,1855.0,Road,401.2,59,Heavy Machinery,4.5,33497.76
Bengaluru,Hyderabad,821.3,Rail,4289.0,58,Consumer Goods,7.0,86802.51
Ahmedabad,Chennai,1269.5,Sea,3191.9,32,Pharmaceuticals,10.0,65955.86
Kochi,Mumbai,2673.9,Rail,3806.2,67,Heavy Machinery,1.4,217380.34
Chennai,Hyderabad,1613.8,Rail,1961.8,1,Pharmaceuticals,3.5,71067.45
Chennai,Hyderabad,1559.6,Sea,1254.7,8,Textiles,1.7,26543.81
Chennai,Ahmedabad,1236.3,Road,3614.5,30,Consumer Goods,6.7,198044.5
Ahmedabad,Kolkata,1625.6,Road,4086.8,99,Consumer Goods,8.6,301712.06
Pune,Ahmedabad,2759.1,Road,4072.0,91,Heavy Machinery,4.3,452124.65
Hyderabad,Mumbai,822.6,Road,3600.0,55,Pharmaceuticals,4.5,121968.88
Kochi,Delhi,2646.1,Sea,737.8,56,Automotive Components,3.6,30472.75
Kolkata,Ahmedabad,545.0,Road,1147.9,77,Heavy Machinery,6.1,29537.95
Chennai,Kochi,444.4,Road,2527.2,6,Consumer Goods,2.1,46251.2
Mumbai,Pune,1884.9,Rail,2561.4,32,Consumer Goods,2.7,105838.03
Delhi,Visakhapatnam,815.6,Sea,2468.3,67,Automotive Components,1.7,27991.24
Chennai,Kochi,1327.6,Road,4138.9,68,Pharmaceuticals,2.3,221585.58
Kochi,Pune,2083.6,Road,670.6,28,Consumer Goods,8.6,63989.67
Pune,Kochi,1567.3,Road,3971.7,87,Heavy Machinery,2.6,260187.47
Hyderabad,Bengaluru,186.4,Rail,160.5,13,Pharmaceuticals,5.3,2385.69
Hyderabad,Kochi,960.5,Road,1649.2,87,Pharmaceuticals,7.3,75270.04
Delhi,Kochi,321.4,Sea,1022.7,67,Consumer Goods,2.7,5756.2
Mumbai,Delhi,2604.2,Road,2656.9,38,Textiles,5.0,289754.33
Delhi,Kochi,2255.8,Road,2643.3,24,Heavy Machinery,2.9,251046.87
Delhi,Chennai,2757.2,Air,2557.4,12,Consumer Goods,9.2,1022366.38
Hyderabad,Ahmedabad,2495.5,Road,1479.6,9,Heavy Machinery,1.3,151166.46
Kolkata,Delhi,1409.6,Rail,2632.9,1,Consumer Goods,6.3,93274.94
Ahmedabad,Bengaluru,2488.9,Road,3543.6,20,Textiles,8.9,398512.52
Bengaluru,Mumbai,1932.0,Rail,1999.2,56,Pharmaceuticals,8.1,99401.47
Hyderabad,Chennai,1540.2,Road,4646.8,81,Textiles,3.1,296783.05
Kochi,Chennai,1132.2,Sea,388.9,32,Heavy Machinery,5.8,7712.53
Pune,Kolkata,1954.6,Rail,4936.1,69,Pharmaceuticals,1.6,212806.15
Kochi,Kolkata,1713.9,Rail,3818.9,84,Consumer Goods,3.5,149860.24
Visakhapatnam,Delhi,1777.6,Sea,2986.2,90,Textiles,4.5,72070.16
Pune,Delhi,1209.6,Road,1056.6,53,Textiles,1.7,51584.7
Visakhapatnam,Kochi,2109.2,Rail,3155.2,28,Consumer Goods,2.5,147266.39
Kochi,Mumbai,365.6,Road,4020.3,7,Consumer Goods,8.6,69140.54
Visakhapatnam,Chennai,2074.3,Road,1305.5,8,Textiles,5.2,115056.93
Mumbai,Kolkata,2086.5,Road,247.5,23,Heavy Machinery,9.5,25441.69
Ahmedabad,Visakhapatnam,1517.2,Sea,2241.6,7,Textiles,2.4,46155.23
Pune,Visakhapatnam,847.7,Rail,1557.0,24,Textiles,7.0,32541.7
Pune,Kolkata,1526.1,Road,1466.4,48,Heavy Machinery,7.9,101064.45
Mumbai,Delhi,476.2,Air,3637.8,87,Consumer Goods,8.0,254123.15
Hyderabad,Mumbai,905.6,Road,782.8,82,Heavy Machinery,7.8,32566.09
Chennai,Ahmedabad,1266.4,Rail,3272.1,88,Heavy Machinery,2.5,92599.25
Pune,Hyderabad,1934.1,Air,353.3,77,Pharmaceuticals,5.0,98530.24
Kolkata,Delhi,646.1,Road,4603.4,62,Textiles,9.0,131778.48
Kochi,Visakhapatnam,569.2,Road,2951.1,8,Heavy Machinery,6.1,72446.9
Mumbai,Pune,1760.7,Rail,4658.4,45,Automotive Components,4.4,198037.04
Pune,Visakhapatnam,1950.8,Rail,4346.0,87,Textiles,1.1,182078.19
Kochi,Visakhapatnam,371.7,Road,4355.7,41,Automotive Components,6.5,70855.8
Visakhapatnam,Pune,237.9,Road,642.8,19,Automotive Components,9.1,8529.54
Mumbai,Visakhapatnam,539.9,Road,3494.6,19,Heavy Machinery,2.8,79905.55
Kochi,Chennai,2537.7,Sea,2032.0,10,Automotive Components,10.0,83636.02
Bengaluru,Kolkata,1932.5,Sea,2322.6,35,Consumer Goods,2.9,67346.03
Mumbai,Ahmedabad,2590.7,Road,1431.5,10,Textiles,6.1,158634.33
Hyderabad,Kochi,1911.5,Road,742.2,72,Automotive Components,5.3,62289.94
Pune,Visakhapatnam,2707.9,Rail,1566.3,44,Heavy Machinery,7.9,105688.63
Mumbai,Ahmedabad,1313.1,Road,2770.2,12,Pharmaceuticals,5.4,159602.77
Kolkata,Chennai,1737.6,Sea,2079.7,58,Heavy Machinery,4.0,50212.34
Pune,Hyderabad,1743.1,Rail,3534.3,24,Consumer Goods,9.6,151473.0
Hyderabad,Mumbai,158.3,Road,4203.2,7,Pharmaceuticals,6.1,28685.98
Visakhapatnam,Bengaluru,222.8,Road,1093.0,86,Consumer Goods,1.4,11165.1
Kolkata,Ahmedabad,535.0,Air,328.6,66,Pharmaceuticals,5.0,25776.67
Mumbai,Visakhapatnam,1504.5,Road,4954.7,20,Pharmaceuticals,5.5,313528.45
Hyderabad,Ahmedabad,1290.9,Road,4419.1,15,Pharmaceuticals,1.3,225499.79
Hyderabad,Bengaluru,1580.3,Road,1362.3,19,Automotive Components,7.1,95944.28
Mumbai,Ahmedabad,2271.3,Road,855.0,11,Textiles,5.3,83926.97
Visakhapatnam,Kolkata,2328.9,Road,4757.6,2,Consumer Goods,2.0,447818.92
