distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio,risk_score,disruption_risk_level
611.4,45.8,24,Sea,88.2,3.5,3.1,0.46,56.4,1
3950.4,77.7,38,Rail,71.2,87.5,5.2,0.57,79.2,2
1210.6,5.8,1,Sea,27.9,46.1,4.3,0.83,52.6,1
3447.8,42.2,8,Rail,73.1,27.2,9.5,0.31,56.5,1
2172.2,32.4,28,Rail,89.2,82.8,1.0,0.59,58.7,1
3730.8,71.0,26,Rail,45.6,9.4,0.8,0.33,53.8,1
1759.8,71.0,14,Road,23.4,89.3,4.3,0.84,64.4,1
1125.1,73.2,9,Road,83.5,76.8,9.7,0.84,76.1,2
4163.9,62.2,35,Road,82.2,9.5,8.1,0.63,76.1,2
154.5,56.9,19,Road,35.0,26.7,6.4,0.33,43.1,1
1260.5,51.1,39,Rail,93.8,71.7,7.9,0.76,69.9,1
720.1,50.6,16,Sea,65.7,13.2,1.3,0.92,59.1,1
1732.4,5.1,10,Multimodal,9.3,2.9,6.8,0.08,25.0,0
1507.2,35.5,38,Multimodal,41.3,10.7,5.4,0.35,41.5,1
4366.4,64.5,36,Air,26.1,76.3,3.8,0.95,76.3,2
1020.8,19.5,11,Road,8.5,46.4,9.9,0.78,42.7,1
129.2,82.6,4,Air,73.3,84.8,6.5,0.58,66.8,1
4477.8,2.8,11,Air,10.0,83.5,2.4,0.81,51.1,1
1769.6,45.8,32,Road,74.0,71.5,2.7,0.27,57.6,1
1634.3,1.4,33,Rail,90.8,15.5,2.2,0.05,33.2,0
3020.1,25.9,26,Air,38.9,17.4,5.8,0.24,41.5,1
2030.2,7.1,28,Road,68.4,44.1,0.2,0.47,43.9,1
4082.7,11.8,18,Road,69.6,90.6,8.8,0.21,57.5,1
1847.0,37.2,25,Air,52.8,29.4,5.5,0.06,39.4,0
2503.6,61.2,7,Air,32.6,55.8,2.0,0.66,55.5,1
1699.6,11.6,22,Road,98.5,32.2,7.0,0.49,53.1,1
575.1,20.4,27,Road,22.4,13.8,7.4,0.81,40.2,1
3628.1,5.3,22,Air,67.5,67.7,1.9,0.42,50.7,1
4094.3,41.2,36,Road,0.3,60.9,9.7,0.22,50.9,1
2066.6,77.3,19,Sea,38.7,99.2,3.8,0.59,74.6,2
2918.2,43.1,26,Road,8.4,37.1,1.4,0.4,46.5,1
1642.9,69.8,22,Air,76.4,0.3,2.9,0.35,51.4,1
1350.7,5.3,38,Rail,24.4,47.3,5.3,0.83,37.2,0
3390.0,48.4,24,Multimodal,87.8,80.8,7.6,0.71,86.8,2
2376.5,32.4,34,Sea,21.4,13.5,2.5,0.75,51.5,1
81.8,34.5,9,Road,43.3,1.6,1.4,0.79,40.8,1
3249.9,49.4,32,Multimodal,5.3,84.7,4.4,0.21,50.6,1
3962.1,46.5,1,Road,91.9,28.0,2.1,0.09,57.7,1
2133.2,65.4,32,Road,6.7,87.6,1.4,0.79,60.5,1
521.0,52.8,38,Sea,78.7,59.7,3.5,0.53,61.0,1
609.1,50.8,17,Rail,68.3,7.6,7.3,0.7,51.2,1
2652.3,15.1,29,Road,65.8,10.7,3.3,0.84,57.0,1
2327.2,75.5,37,Road,55.3,29.9,9.3,0.46,66.7,1
2794.0,79.6,10,Rail,40.8,29.8,2.1,0.68,65.6,1
4135.3,42.8,3,Rail,43.4,49.1,7.2,0.11,52.2,1
2729.3,71.7,34,Air,1.7,96.6,2.4,0.7,60.6,1
4475.2,81.8,29,Multimodal,92.9,8.1,3.9,0.29,75.2,2
841.7,61.7,21,Sea,30.2,10.0,6.5,0.62,58.2,1
3657.0,52.2,22,Air,93.8,95.3,6.3,0.19,63.3,1
3740.6,85.5,15,Road,26.9,72.7,8.3,0.14,64.6,1
162.0,85.7,38,Road,96.0,49.0,9.5,0.53,66.2,1
4120.6,34.1,7,Rail,35.8,57.2,8.0,0.32,52.8,1
3684.4,12.4,3,Rail,0.7,91.7,6.0,0.17,35.4,0
3037.8,46.1,1,Rail,8.2,20.5,2.7,0.77,52.0,1
2654.7,69.4,2,Road,16.8,77.7,2.6,0.67,60.1,1
477.8,7.8,11,Road,69.4,49.1,5.2,0.33,39.8,0
783.5,2.7,35,Road,82.3,41.4,2.8,0.48,42.8,1
1960.2,30.7,32,Multimodal,63.9,85.1,1.9,0.69,57.0,1
2779.2,10.7,39,Road,80.5,8.3,6.9,0.76,58.0,1
4414.1,6.1,38,Road,5.3,93.1,9.8,0.64,55.5,1
3364.8,11.0,18,Road,55.2,30.2,5.1,0.44,49.5,1
3925.9,19.3,17,Road,27.1,51.3,8.9,0.37,48.9,1
3026.4,42.5,29,Sea,50.6,41.9,2.5,0.69,64.8,1
3330.8,86.1,14,Road,93.7,50.5,6.7,0.4,80.8,2
4111.2,15.2,33,Sea,84.5,56.4,5.1,0.3,67.4,1
2383.3,29.2,28,Road,8.7,52.6,3.0,0.19,37.4,0
806.9,41.4,34,Sea,82.6,67.6,3.5,0.78,68.2,1
68.8,42.7,15,Sea,42.4,94.3,3.8,0.85,59.8,1
2035.9,31.5,4,Road,39.4,98.7,6.1,0.86,60.1,1
1115.9,63.4,20,Road,71.8,2.7,9.5,0.65,59.7,1
1223.3,56.6,11,Road,40.9,23.1,4.7,0.09,42.7,1
685.7,37.6,36,Road,17.8,6.7,5.8,0.19,28.9,0
3029.5,65.5,24,Air,34.5,14.4,4.4,0.1,47.3,1
2201.7,15.7,19,Road,24.8,32.9,3.6,0.21,33.2,0
4295.6,80.8,23,Road,16.8,8.1,6.1,0.46,64.2,1
3873.0,58.7,14,Road,1.1,76.0,7.9,0.82,67.8,1
3488.2,30.3,39,Sea,33.9,62.6,5.1,0.69,65.7,1
687.2,87.1,15,Air,87.3,9.4,0.9,0.08,44.7,1
3287.8,77.0,34,Road,49.0,90.3,0.9,0.32,67.2,1
856.2,4.6,23,Air,91.9,98.5,1.7,0.54,47.5,1
4166.1,6.3,24,Sea,78.6,76.3,0.2,0.45,60.7,1
2363.8,34.8,5,Road,15.7,88.7,8.6,0.09,42.3,1
3971.5,59.1,34,Sea,42.5,0.8,1.3,0.27,58.4,1
4493.4,48.1,38,Multimodal,80.3,31.8,9.8,0.1,68.1,1
3262.6,57.1,15,Road,1.9,78.2,8.2,0.28,52.5,1
3068.3,48.8,7,Sea,55.2,85.7,5.5,0.56,75.3,2
775.9,8.1,6,Road,5.1,92.3,7.4,0.47,37.0,0
1460.3,74.9,22,Air,38.8,29.9,3.7,0.24,46.2,1
361.1,89.6,35,Rail,29.1,71.7,4.8,0.72,58.6,1
1343.7,67.9,8,Road,69.2,91.7,9.8,0.59,70.2,2
3951.4,66.0,20,Rail,55.4,6.5,3.6,0.83,66.9,1
86.2,78.9,23,Air,83.2,71.3,2.6,0.17,52.4,1
3145.9,54.5,12,Road,13.4,79.0,2.2,0.51,59.0,1
4114.1,70.8,31,Road,37.3,33.5,1.6,0.4,63.7,1
3025.5,62.3,38,Road,25.2,88.9,1.0,0.06,52.2,1
2302.6,54.5,28,Road,56.6,38.7,6.9,0.29,53.1,1
1045.3,51.7,13,Rail,15.4,29.8,0.8,0.21,30.6,0
291.1,59.0,3,Rail,40.3,39.5,6.7,0.86,52.3,1
1633.8,59.5,24,Road,35.0,45.8,4.7,0.46,50.9,1
4178.5,6.1,27,Road,15.9,83.1,1.7,0.4,50.8,1
1961.6,80.1,16,Rail,20.6,26.8,8.6,0.48,54.1,1
1227.2,28.6,25,Road,7.5,16.2,4.3,0.91,45.2,1
875.0,21.3,23,Sea,7.4,27.0,5.0,0.68,44.5,1
3874.1,63.2,35,Air,4.4,54.9,3.9,0.84,63.6,1
1492.4,50.6,28,Multimodal,24.6,97.8,9.5,0.1,55.1,1
3260.7,5.1,19,Rail,10.0,2.6,0.1,0.84,36.5,0
960.1,31.4,23,Air,28.9,90.9,1.7,0.8,48.7,1
155.7,76.3,34,Road,70.1,29.0,1.0,0.52,57.5,1
3422.3,13.4,11,Sea,20.5,48.1,9.7,0.46,60.3,1
858.6,88.9,36,Road,22.6,37.8,0.9,0.85,62.0,1
439.2,86.8,31,Road,7.4,90.1,3.8,0.13,43.1,1
1224.2,8.9,25,Rail,77.1,75.7,3.1,0.75,51.9,1
2940.1,89.8,12,Multimodal,5.3,31.2,9.1,0.84,72.2,2
1879.0,4.3,25,Sea,28.3,38.9,7.5,0.29,43.1,1
4261.7,60.8,5,Road,27.6,76.6,2.5,0.31,62.6,1
4222.2,63.9,12,Multimodal,72.4,74.4,5.7,0.84,87.1,2
4068.1,72.4,18,Rail,32.7,77.7,3.8,0.83,72.8,2
2434.5,2.8,24,Road,37.6,77.5,7.1,0.4,42.9,1
3205.1,76.4,5,Road,48.4,63.7,9.0,0.36,67.8,1
3251.0,25.4,36,Sea,65.0,37.6,6.3,0.49,66.3,1
526.7,52.2,24,Road,21.8,40.5,3.5,0.75,47.9,1
3721.2,43.4,24,Multimodal,53.2,43.5,5.5,0.28,61.9,1
2271.2,81.4,2,Sea,69.1,48.7,8.1,0.32,77.0,2
3367.0,18.4,34,Rail,16.4,23.6,1.5,0.22,31.0,0
414.3,57.6,31,Sea,7.8,50.3,8.9,0.85,64.1,1
2423.5,49.3,26,Road,91.5,46.5,0.4,0.29,59.2,1
1526.4,29.2,13,Road,21.9,30.9,3.5,0.54,40.4,1
3552.6,25.2,29,Rail,7.1,34.7,7.9,0.8,49.2,1
1219.7,85.7,28,Sea,33.4,63.3,2.6,0.68,67.0,1
3413.9,59.5,30,Road,11.0,5.4,4.6,0.09,44.5,1
2977.3,0.5,22,Air,56.0,79.9,8.2,0.58,50.9,1
1790.6,24.3,12,Road,48.2,65.9,6.9,0.5,51.6,1
3868.2,58.7,29,Multimodal,54.1,49.6,8.9,0.39,70.8,2
4110.4,84.5,31,Rail,31.5,13.3,4.0,0.15,56.7,1
2643.3,10.4,8,Multimodal,25.9,64.2,4.9,0.9,54.4,1
72.1,72.4,27,Rail,50.9,17.7,9.4,0.66,51.3,1
1367.1,88.7,3,Rail,18.8,0.5,6.1,0.2,43.0,1
4359.5,78.8,1,Rail,98.9,70.8,9.5,0.27,79.9,2
3242.0,47.1,2,Sea,76.8,81.7,4.3,0.18,71.6,2
1355.8,78.5,30,Road,10.1,54.3,7.7,0.56,55.7,1
948.2,69.0,34,Road,8.2,12.4,9.0,0.89,55.2,1
3165.3,6.0,38,Air,25.8,66.1,6.6,0.7,45.7,1
311.9,43.8,34,Rail,11.4,30.1,0.5,0.62,35.1,0
614.0,71.7,21,Road,51.8,91.5,9.0,0.35,57.9,1
2791.6,70.5,25,Road,91.4,53.3,0.0,0.76,77.9,2
483.1,74.0,27,Rail,96.8,86.8,2.9,0.3,60.8,1
2595.3,57.4,10,Road,80.5,22.2,5.2,0.31,59.9,1
1688.5,35.3,38,Rail,27.8,68.9,1.8,0.65,47.1,1
3483.6,36.0,12,Road,30.3,87.6,2.0,0.77,62.5,1
2054.8,35.8,17,Sea,77.5,90.1,0.1,0.58,63.6,1
3857.4,59.2,29,Road,77.8,81.2,5.4,0.87,87.3,2
3693.9,77.1,29,Sea,93.8,11.3,9.7,0.58,91.4,2
4088.8,74.0,27,Road,7.4,49.3,6.9,0.64,66.4,1
3510.6,20.3,24,Rail,25.3,35.4,1.8,0.24,36.3,0
2745.9,71.4,29,Rail,34.9,27.7,5.3,0.54,58.7,1
2083.0,36.7,21,Multimodal,73.4,55.6,4.5,0.66,63.3,1
2787.9,34.5,36,Road,2.4,42.4,2.5,0.17,36.9,0
2506.6,48.7,37,Air,24.6,11.9,3.8,0.71,45.5,1
1957.8,42.7,28,Air,11.3,57.2,1.1,0.38,41.8,1
684.4,81.2,33,Rail,93.9,33.1,7.7,0.8,69.1,1
3904.2,25.8,6,Road,17.8,49.5,4.9,0.45,48.9,1
3815.4,73.2,10,Sea,89.2,87.4,4.2,0.39,86.8,2
3722.0,47.4,34,Air,20.8,88.9,3.4,0.2,54.1,1
3096.0,42.6,25,Road,25.4,68.4,9.3,0.44,56.7,1
2232.4,29.1,15,Multimodal,75.1,17.8,1.1,0.15,40.8,1
1657.2,20.6,24,Sea,43.7,42.3,2.1,0.76,52.7,1
2962.4,62.2,23,Road,21.5,74.5,5.3,0.17,52.9,1
3571.5,49.9,4,Sea,20.3,64.7,9.7,0.19,64.7,1
3455.1,26.0,17,Rail,73.2,98.0,9.8,0.2,56.4,1
2609.7,83.9,4,Road,45.0,55.4,6.3,0.42,67.3,1
1672.3,65.3,16,Road,95.2,80.1,3.6,0.43,68.8,1
4014.2,22.1,8,Rail,71.5,21.3,0.1,0.33,47.6,1
3736.8,60.6,28,Rail,29.5,57.3,2.6,0.17,49.3,1
3512.2,77.3,16,Air,84.6,84.1,5.1,0.67,80.5,2
2780.4,37.8,17,Sea,32.2,51.1,8.5,0.28,58.9,1
3382.2,25.0,4,Sea,47.4,87.1,0.3,0.39,56.8,1
165.9,58.6,3,Rail,24.4,23.5,7.7,0.26,34.8,0
2250.2,68.6,15,Road,54.1,7.6,1.9,0.79,62.7,1
432.6,32.9,7,Sea,58.0,42.1,8.8,0.71,63.5,1
2060.5,3.4,6,Rail,53.0,34.8,2.7,0.63,42.8,1
4219.8,81.4,13,Road,4.3,55.4,8.1,0.23,62.9,1
3477.5,66.2,2,Road,20.0,77.3,6.5,0.86,71.9,2
3573.0,43.8,16,Rail,36.1,80.8,9.1,0.71,63.0,1
1856.0,84.4,36,Rail,72.8,17.8,2.2,0.92,68.1,1
2669.9,42.6,27,Sea,8.4,54.6,1.1,0.29,49.2,1
2271.8,24.3,30,Sea,91.1,0.5,0.5,0.25,47.2,1
1651.7,1.8,1,Multimodal,87.2,55.6,5.8,0.2,43.8,1
4372.5,79.8,18,Road,21.0,25.1,2.7,0.06,56.4,1
4242.4,12.1,19,Road,53.7,72.3,0.5,0.22,50.6,1
3111.9,76.6,24,Rail,36.5,55.2,2.0,0.78,68.2,1
335.3,31.0,27,Road,47.6,38.3,0.1,0.76,43.6,1
1875.6,88.6,13,Rail,95.4,6.8,6.1,0.06,58.4,1
1213.4,46.8,16,Road,37.7,66.3,2.2,0.18,45.6,1
3657.5,24.4,17,Road,93.5,89.4,8.6,0.76,75.0,2
447.4,44.8,18,Rail,6.9,65.9,8.1,0.53,41.2,1
1190.5,24.6,17,Road,79.5,94.4,3.5,0.53,57.6,1
4342.8,42.8,4,Rail,52.7,21.3,4.7,0.45,55.6,1
2117.5,37.3,11,Rail,49.6,20.6,2.1,0.45,45.2,1
1247.8,84.4,20,Rail,42.1,53.0,2.9,0.26,51.0,1
3621.4,7.0,3,Road,63.5,70.0,4.9,0.89,65.8,1
3506.3,77.4,2,Rail,53.3,32.1,1.0,0.9,72.5,2
347.2,36.9,24,Sea,7.6,94.9,4.1,0.07,37.1,0
3310.2,43.9,26,Sea,69.5,45.5,5.8,0.68,75.3,2
3865.6,17.0,24,Road,33.1,21.4,3.3,0.4,47.3,1
642.5,11.1,24,Road,63.8,35.3,7.9,0.35,36.4,0
1215.9,83.2,22,Road,32.9,84.3,6.5,0.2,56.1,1
2699.4,74.9,29,Sea,0.0,95.6,6.7,0.5,69.5,1
1711.4,7.6,10,Sea,56.8,7.6,8.7,0.05,45.7,1
2508.5,47.0,23,Rail,51.4,24.5,1.4,0.2,41.7,1
3049.9,71.0,30,Sea,10.4,43.9,3.0,0.23,55.6,1
159.3,21.5,19,Sea,10.7,61.6,0.7,0.38,33.2,0
1312.1,2.8,17,Multimodal,47.9,34.0,1.2,0.27,28.1,0
1129.7,30.5,34,Road,99.2,45.7,6.5,0.13,48.9,1
676.2,49.9,16,Road,64.8,80.7,8.1,0.67,63.7,1
4461.5,4.0,19,Multimodal,98.0,63.9,6.3,0.28,64.4,1
2001.2,12.8,8,Sea,76.5,54.7,3.1,0.16,47.2,1
3862.7,74.2,4,Multimodal,33.2,65.6,8.7,0.24,69.7,1
1362.0,86.8,3,Road,36.4,3.0,9.2,0.23,51.6,1
386.9,71.8,29,Rail,32.3,79.1,1.4,0.3,44.5,1
1582.1,89.5,36,Road,66.1,97.7,5.8,0.26,69.4,1
1708.5,6.0,38,Road,17.7,70.2,1.6,0.55,37.0,0
3871.3,66.2,23,Multimodal,41.3,43.2,1.3,0.13,54.3,1
3917.8,33.1,28,Road,39.4,98.6,6.4,0.56,65.6,1
2337.1,77.1,28,Road,87.1,65.1,5.7,0.76,77.7,2
2325.8,34.4,31,Road,67.8,62.6,1.8,0.87,65.3,1
1288.0,36.9,21,Road,83.4,0.6,1.8,0.2,44.7,1
198.8,52.3,1,Road,50.5,87.9,7.8,0.9,63.4,1
4013.3,3.8,25,Rail,23.2,34.3,1.7,0.86,49.6,1
1908.8,20.1,12,Sea,64.5,14.4,5.5,0.65,59.1,1
3029.3,74.9,17,Multimodal,21.8,82.0,9.7,0.39,71.2,2
3230.7,48.6,34,Road,25.1,36.1,2.2,0.11,43.6,1
3834.8,53.9,32,Road,23.2,13.3,7.2,0.76,63.1,1
1909.0,75.2,24,Sea,57.9,70.5,6.8,0.45,75.0,2
4363.0,54.2,28,Sea,82.3,20.9,6.2,0.34,79.3,2
2783.1,64.8,12,Road,25.7,48.5,8.0,0.73,65.8,1
2300.0,18.0,1,Road,29.6,19.4,5.4,0.52,41.5,1
595.5,54.2,31,Road,91.3,70.5,6.8,0.93,70.7,2
3162.8,45.1,30,Sea,99.1,68.6,5.3,0.26,73.7,2
3910.8,58.6,9,Road,95.8,74.9,6.4,0.24,70.2,2
2245.1,68.8,14,Multimodal,41.1,7.7,1.8,0.79,59.2,1
2150.4,64.5,33,Rail,13.8,26.0,2.5,0.61,49.4,1
3668.3,77.7,7,Sea,38.5,38.7,5.3,0.12,65.2,1
468.2,27.6,6,Road,41.7,11.3,6.0,0.86,45.5,1
2904.9,21.7,32,Rail,91.2,74.4,1.1,0.65,63.0,1
2875.2,59.9,4,Road,68.5,97.6,0.6,0.81,75.2,2
1902.4,52.1,7,Rail,88.6,60.5,8.5,0.15,53.0,1
3266.9,34.1,26,Road,46.2,36.8,1.4,0.48,55.9,1
849.4,75.7,33,Air,44.7,49.0,9.1,0.67,59.9,1
4383.9,68.7,16,Road,11.5,81.6,7.7,0.23,62.0,1
1394.2,27.7,8,Road,76.9,18.5,8.5,0.22,46.7,1
2948.8,11.2,1,Sea,26.0,82.1,2.4,0.54,54.0,1
330.5,59.9,2,Rail,68.9,15.2,5.8,0.07,35.8,0
1631.2,50.4,32,Multimodal,0.7,94.6,7.6,0.25,50.1,1
3472.8,38.7,17,Road,18.6,16.2,1.3,0.08,40.9,1
3372.0,19.2,20,Sea,36.9,76.1,8.0,0.19,56.9,1
2599.2,69.2,10,Sea,89.6,60.3,8.1,0.8,91.4,2
566.9,29.3,14,Road,67.5,33.8,8.3,0.55,47.7,1
187.5,37.4,19,Road,49.5,8.1,7.4,0.5,42.7,1
3723.0,57.3,9,Road,51.3,71.4,5.0,0.84,76.4,2
1764.2,37.6,21,Road,0.8,53.0,2.3,0.93,52.2,1
2863.2,87.8,25,Sea,12.8,99.7,6.2,0.93,86.5,2
3241.7,31.2,19,Rail,51.7,52.4,7.7,0.66,58.7,1
2222.9,80.7,12,Road,23.5,1.9,6.5,0.43,54.6,1
2493.3,77.5,13,Road,27.1,7.2,1.8,0.5,56.6,1
1038.1,83.6,1,Air,19.8,44.7,1.2,0.06,41.4,1
2253.3,10.9,16,Rail,9.2,63.5,3.0,0.47,34.6,0
547.2,16.5,14,Air,74.9,87.3,0.9,0.21,37.9,0
4270.0,8.1,13,Road,31.3,89.3,8.6,0.64,59.2,1
2023.8,28.4,15,Road,90.8,12.1,3.0,0.75,59.1,1
36.0,3.3,20,Rail,23.5,77.2,1.8,0.83,34.2,0
1337.8,78.7,27,Road,90.1,12.2,1.9,0.53,63.8,1
4142.2,17.1,1,Road,38.0,62.9,4.4,0.38,51.9,1
4213.7,62.8,32,Sea,18.8,61.6,4.3,0.42,68.0,1
1653.1,76.6,23,Road,96.7,59.1,7.6,0.89,81.3,2
2335.2,21.0,10,Road,35.7,63.9,0.3,0.92,56.8,1
3553.2,70.0,7,Road,57.8,11.9,9.1,0.47,69.5,1
1853.6,28.4,25,Road,20.3,34.5,6.9,0.55,44.4,1
1276.2,44.3,37,Road,75.7,46.4,8.3,0.38,55.7,1
1335.1,78.1,19,Sea,22.5,5.1,6.6,0.11,49.0,1
3562.5,40.9,1,Road,23.7,3.5,7.4,0.53,51.7,1
2678.4,81.6,13,Road,87.2,83.0,2.7,0.29,74.1,2
3605.8,2.4,30,Sea,17.3,26.9,1.0,0.91,50.6,1
4418.6,79.3,26,Rail,19.7,54.7,4.1,0.05,52.0,1
4061.8,14.8,22,Rail,74.8,33.9,2.4,0.08,44.4,1
3558.1,31.9,29,Rail,50.4,62.1,7.1,0.6,57.6,1
88.7,48.8,29,Rail,62.9,27.4,1.0,0.72,45.3,1
2868.2,10.2,4,Road,38.8,69.0,8.9,0.73,57.8,1
4193.2,24.7,29,Rail,75.7,88.1,7.0,0.69,68.8,1
2091.0,12.7,30,Sea,51.3,32.1,0.8,0.23,41.7,1
1469.1,58.2,25,Rail,48.8,30.3,0.7,0.19,42.4,1
1362.5,19.9,13,Road,53.4,16.4,3.6,0.2,39.2,0
366.6,13.0,37,Road,36.3,24.9,7.4,0.12,26.3,0
3542.9,84.0,28,Road,53.1,97.3,8.7,0.86,84.6,2
3274.0,64.5,20,Multimodal,13.9,42.6,4.5,0.1,50.7,1
1816.0,10.3,6,Rail,23.3,77.9,4.2,0.73,42.3,1
312.0,61.5,15,Multimodal,63.5,66.6,8.8,0.55,64.4,1
514.2,38.9,30,Road,62.9,93.7,3.3,0.14,44.8,1
729.1,87.6,16,Road,76.4,88.4,9.8,0.6,74.6,2
2086.2,16.5,12,Road,38.7,46.7,7.9,0.82,54.1,1
1243.2,33.1,38,Air,30.8,25.2,7.0,0.32,35.0,0
1955.0,10.8,37,Road,58.7,76.3,7.8,0.08,41.5,1
1661.8,50.3,13,Rail,58.1,31.5,3.8,0.94,58.8,1
1483.3,7.4,3,Rail,40.2,79.7,7.7,0.19,33.7,0
1342.9,21.3,39,Road,37.4,36.2,4.1,0.71,46.9,1
2112.5,33.9,12,Multimodal,11.8,59.8,3.0,0.48,44.2,1
3978.2,81.5,8,Rail,49.3,29.7,9.0,0.08,61.5,1
1929.6,50.2,38,Road,33.0,21.2,9.7,0.15,45.7,1
4274.5,1.8,2,Multimodal,96.4,19.0,1.9,0.14,47.7,1
2715.7,6.3,11,Rail,43.4,6.2,0.2,0.81,44.3,1
488.8,33.9,15,Road,18.9,33.7,5.9,0.61,38.3,0
1586.8,17.6,1,Rail,37.3,62.1,9.8,0.85,52.2,1
3004.4,85.7,7,Sea,6.8,23.1,6.4,0.32,65.0,1
3046.2,61.8,12,Multimodal,8.4,21.3,1.2,0.91,58.5,1
4230.4,67.6,3,Road,34.3,48.3,9.9,0.64,71.6,2
871.3,15.3,26,Road,57.4,57.2,4.6,0.59,47.0,1
749.4,24.7,7,Multimodal,65.4,7.1,8.0,0.69,53.7,1
2314.6,52.3,10,Sea,26.2,71.1,7.7,0.52,67.0,1
2979.3,53.6,38,Rail,55.4,3.5,3.1,0.27,49.5,1
1901.0,26.0,19,Road,8.9,10.6,4.9,0.38,34.3,0
2197.2,36.5,13,Road,34.1,0.1,5.3,0.07,36.4,0
1282.1,40.8,39,Road,74.5,6.6,6.2,0.52,53.6,1
3413.7,23.1,5,Rail,48.6,23.1,0.8,0.3,39.9,0
2083.6,37.9,8,Road,14.2,37.5,2.7,0.52,47.6,1
2540.7,50.0,5,Rail,60.2,61.7,0.3,0.58,53.7,1
1071.1,5.1,21,Air,2.3,97.6,2.0,0.77,36.4,0
297.3,51.5,7,Multimodal,95.6,52.9,4.0,0.55,59.6,1
3124.0,25.9,27,Rail,44.5,80.9,3.6,0.32,48.4,1
1070.2,67.2,19,Road,54.7,48.4,2.0,0.38,54.8,1
1518.3,83.2,30,Rail,5.6,78.9,8.4,0.21,46.0,1
608.7,59.8,17,Air,31.9,68.3,0.3,0.71,50.1,1
1731.4,48.6,13,Sea,43.1,58.9,7.5,0.18,56.9,1
2524.5,45.7,13,Rail,58.1,43.9,1.9,0.59,54.0,1
4042.2,78.0,9,Road,18.9,88.7,4.4,0.22,63.5,1
958.7,32.0,20,Rail,14.2,16.1,1.6,0.29,22.8,0
2204.0,2.9,23,Road,6.1,56.1,7.6,0.63,40.6,1
248.4,75.6,1,Rail,4.5,90.1,7.5,0.43,47.2,1
26.2,81.0,16,Sea,94.8,12.2,4.3,0.39,64.4,1
1602.7,42.3,37,Road,32.7,34.9,2.5,0.79,55.6,1
3530.2,52.9,28,Rail,10.9,16.0,3.9,0.24,47.7,1
233.3,27.3,10,Road,0.9,47.0,6.4,0.42,32.1,0
2527.9,30.7,17,Sea,40.5,69.5,1.7,0.5,54.5,1
1908.8,40.8,31,Air,41.9,0.8,8.8,0.48,47.0,1
1179.0,30.6,28,Rail,56.0,55.8,8.8,0.22,43.0,1
2519.1,87.9,11,Rail,52.8,84.5,7.7,0.38,67.8,1
3981.0,73.2,3,Road,54.2,43.2,0.8,0.58,72.2,2
3999.2,26.9,24,Road,54.9,24.2,0.4,0.11,45.8,1
1164.0,47.7,31,Road,80.9,51.3,6.7,0.44,59.6,1
4318.3,40.7,23,Rail,9.1,65.6,6.3,0.75,59.3,1
3821.9,89.0,27,Rail,34.7,94.2,3.1,0.82,77.3,2
1696.8,17.8,21,Road,91.6,92.1,8.3,0.58,62.9,1
2001.5,32.5,32,Sea,43.2,22.4,9.4,0.16,51.9,1
667.1,33.7,17,Rail,82.9,14.4,1.6,0.58,45.3,1
2433.4,61.3,14,Rail,7.7,95.6,5.5,0.21,47.4,1
796.4,63.6,18,Road,30.0,50.4,5.3,0.64,52.0,1
445.8,21.2,27,Road,24.6,1.7,7.2,0.69,36.0,0
3140.5,32.2,34,Rail,56.0,12.1,8.9,0.23,49.3,1
4062.0,28.4,17,Road,62.5,87.4,9.7,0.83,75.6,2
2955.4,40.2,9,Road,15.7,79.9,0.8,0.81,60.6,1
89.8,5.3,18,Sea,20.9,13.1,4.1,0.46,30.7,0
1732.7,31.2,35,Rail,92.8,30.2,8.0,0.49,51.7,1
2426.2,39.6,7,Rail,94.6,62.4,1.6,0.19,54.5,1
3639.6,76.5,30,Air,41.2,61.2,8.4,0.87,72.9,2
1952.8,47.0,20,Rail,10.5,71.0,9.0,0.4,44.8,1
4230.9,84.6,36,Sea,40.9,0.8,1.1,0.06,61.1,1
4328.4,50.2,8,Road,88.5,92.3,0.2,0.68,81.0,2
2525.7,59.1,16,Sea,90.8,5.6,9.1,0.48,76.2,2
3810.5,81.0,13,Road,33.0,59.8,3.0,0.24,62.0,1
3143.9,11.5,23,Sea,92.4,5.3,0.5,0.82,64.1,1
2900.8,71.8,10,Rail,81.7,35.2,6.3,0.56,66.0,1
3286.3,9.4,31,Multimodal,96.4,30.5,4.0,0.86,67.3,1
3268.4,44.7,25,Road,8.4,76.3,6.3,0.7,59.7,1
2284.1,86.7,30,Sea,52.9,76.1,8.3,0.14,74.1,2
4214.3,82.8,33,Road,93.2,60.8,8.2,0.55,87.9,2
3905.6,51.4,29,Air,17.6,54.5,8.3,0.93,65.2,1
14.5,59.6,35,Rail,5.7,42.7,8.2,0.83,45.4,1
2631.1,66.3,21,Road,22.0,42.9,4.5,0.16,50.3,1
1398.7,14.8,36,Road,43.7,77.9,9.1,0.78,55.0,1
1817.0,26.1,6,Road,66.3,87.4,2.7,0.45,54.3,1
1066.9,29.6,13,Road,73.2,55.7,3.2,0.93,60.5,1
2163.5,24.1,2,Rail,17.8,70.6,8.3,0.29,37.7,0
1826.9,50.7,8,Road,21.6,13.5,7.7,0.15,41.0,1
